"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YDR294C",6.957,6.648,7.721,6.585,6.395,6.652
"YDR295C",6.188,6.677,5.38,5.533,5.808,6.32
"YDR296W",6.598,7.214,6.281,5.39,6.131,6.065
"YDR297W",7.931,7.953,8.257,8.013,7.763,7.916
"YDR298C",8.943,8.999,9.578,8.391,8.168,8.183
"YDR299W",6.506,6.899,5.456,4.608,5.252,5.113
"YDR300C",5.734,5.049,5.598,5.929,5.556,5.684
"YDR301W",6.254,6.271,6.773,6.398,6.744,6.706
"YDR302W",5.662,5.677,5.598,4.986,5.099,5.166
"YDR303C",5.969,5.812,5.215,5.963,5.39,6.037
"YDR304C",7.511,7.574,8.309,7.674,7.675,7.626
"YDR305C",5.03,5.431,5.456,5.339,5.633,5.855
"YDR306C",6.464,7.016,6.513,7.05,7.211,7.487
"YDR307W",5.779,5.362,6.005,6.373,6.351,6.67
"YDR308C",4.591,4.648,3.62,3.288,3.49,4.256
"YDR309C",5.71,6.092,5.726,5.858,6.233,6.008
"YDR310C",6.789,6.76,6.773,7.298,7.462,7.548
"YDR311W",6.007,6.175,5.844,6.123,6.257,6.092
"YDR312W",5.103,5.214,5.027,4.771,4.801,4.35
"YDR313C",6.743,6.812,7.229,7.724,7.592,7.508
"YDR314C",5.365,4.648,5.598,6.294,6.438,6.198
"YDR315C",4.87,4.705,4.56,4.986,5.595,5.531
"YDR316W",7.169,8.049,6.103,6.373,6.618,6.576
"YDR317W",3.791,4.092,5.027,5.439,4.987,5.448
"YDR318W",5.508,5.911,5.663,5.39,5.299,5.405
"YDR319C",4.37,4.705,5.124,5.997,5.595,5.491
"YDR320C",5.453,6.29,5.215,5.622,4.987,4.942
"YDR320C-A",6.348,6.362,6.281,4.519,4.733,6.037
"YDR321W",4.591,4.252,5.3,4.322,4.733,3.928
"YDR322C-A",8.918,9.03,9.036,7.426,7.746,7.7
"YDR322W",6.696,6.746,7.044,6.585,6.233,6.41
"YDR323C",4.246,4.911,4.414,4.918,4.662,5.113
"YDR324C",5.823,5.59,5.954,4.424,4.508,5.113
"YDR325W",5.273,5.619,5.954,5.173,5.252,5.001
"YDR326C",7.034,6.899,6.803,7.839,7.666,7.726
"YDR327W",5.453,5.863,5.726,5.622,5.346,6.008
"YDR328C",6.598,6.733,7.019,6.471,6.691,7.149
"YDR329C",6.585,6.619,6.773,6.952,6.58,6.67
"YDR330W",5.561,5.677,5.215,6.239,6.131,6.092
"YDR331W",5.662,5.496,6.239,5.894,5.39,5.72
"YDR332W",4.642,4.759,4.253,5.487,5.84,5.36
"YDR333C",5.757,5.705,6.055,6.029,6.022,6.272
"YDR334W",6.171,6.574,6.583,7.158,7.493,7.39
"YDR335W",7.754,7.965,8.408,7.876,8.068,8.117
"YDR336W",4.783,5.005,4.812,4.519,4.424,5.058
"YDR337W",6.72,7.016,6.402,5.173,6.022,6.119
"YDR338C",5.638,5.134,6.681,7.002,6.982,7.238
"YDR339C",5.561,5.982,5.529,5.578,5.434,5.755
"YDR341C",7.81,7.308,8.123,7.51,7.419,7.357
"YDR342C",2.4,3.589,2.464,2.775,3.117,3.504
"YDR344C",1.439,0,0,2.775,3.117,3.329
"YDR345C",8.609,8.938,9.397,11.524,11.52,11.43
"YDR346C",7.799,7.634,8.075,7.402,7.675,7.672
"YDR347W",6.672,6.308,6.86,6.267,6.438,6.32
"YDR348C",5.779,6.233,6.15,6.123,6.281,6.172
"YDR349C",6.007,6.092,6.832,6.691,6.891,6.843
"YDR350C",5.757,5.619,6.323,6.029,6.208,6.037
"YDR351W",6.188,5.863,6.363,6.585,6.58,6.759
"YDR352W",5.757,5.528,6.363,5.997,5.808,6.146
"YDR353W",7.099,6.863,7.432,6.917,6.876,6.875
"YDR354C-A",3.38,2.003,4.812,2.775,1.831,2.626
"YDR354W",5.662,5.677,6.281,4.424,4.14,4.676
"YDR355C",3.494,3.326,3.327,1.3,0,1.197
"YDR356W",7.006,8.159,5.787,6.294,6.305,6.198
"YDR357C",5.535,5.959,4.692,4.692,5.346,5.267
"YDR358W",6.136,6.327,6.323,6.691,7.295,7.054
"YDR359C",5.779,6.448,5.529,6.691,6.828,6.556
"YDR360W",2.617,2.326,3.863,3.055,3.117,2.9
"YDR361C",6.1,6.414,6.513,6.294,6.373,6.826
"YDR362C",5.335,5.397,6.103,5.894,5.934,5.531
"YDR363W",4.952,5.887,4.924,5.784,5.595,5.949
"YDR363W-A",6.967,7.684,6.323,5.39,5.556,5.887
"YDR364C",5.139,5.092,5.954,5.173,5.434,6.198
"YDR365C",5.535,7.038,5.38,6.294,6.328,6.198
"YDR366C",2.145,1.588,2.959,3.055,1.831,2.287
"YDR367W",5.969,5.648,6.616,5.745,6.022,5.949
"YDR368W",7.683,7.684,7.854,7.694,7.78,7.654
"YDR369C",5.453,4.862,4.692,5.487,5.872,5.314
"YDR370C",5.395,5.29,5.124,5.533,5.434,5.491
"YDR371C-A",0,2.003,0,2.429,2.887,2.626
"YDR371W",4.642,4.528,4.414,4.424,5.517,5.823
"YDR372C",7.628,7.528,7.575,6.79,6.907,6.776
"YDR373W",6.317,6.175,6.743,5.894,6.05,5.979
"YDR374C",2.617,2.811,2.464,1.3,1.189,2.626
"YDR374W-A",4.036,4.252,4.071,4.771,5.39,4.522
"YDR375C",6.317,6.344,6.513,6.711,6.655,6.614
"YDR376W",6.238,5.887,6.832,6.061,6.744,6.272
"YDR377W",9.155,8.979,9.281,8.447,8.431,8.457
"YDR378C",6.348,6.071,6.616,6.029,6.257,6.065
"YDR379C-A",6.743,7.281,6.363,6.182,5.774,6.223
"YDR379W",6.27,6.812,5.529,7.463,7.295,7.663
"YDR380W",6.648,5.59,6.323,4.322,4.587,4.154
"YDR381C-A",6.254,7.144,6.363,5.622,6.183,6.495
"YDR381W",7.788,7.947,8.36,7.621,7.908,7.939
"YDR382W",8.103,7.605,7.936,7.498,7.675,7.508
"YDR383C",4.429,5.005,4.692,4.094,3.786,4.046
"YDR384C",3.257,3.326,2.959,4.608,4.241,3.131
"YDR385W",5.481,5.252,6.281,6.267,6.105,5.72
"YDR386W",5.103,5.29,5.124,5.705,5.299,5.113
"YDR387C",5.453,4.862,6.616,6.182,5.099,5.491
"YDR388W",6.363,7.318,6.942,6.65,6.922,6.906
"YDR389W",6.45,6.431,6.86,6.731,6.618,6.724
"YDR390C",5.908,6.092,5.954,5.997,6.305,6.223
"YDR391C",4.179,3.812,4.414,6.123,6.208,5.918
"YDR392W",5.365,5.812,5.954,5.705,5.633,5.918
"YDR393W",6.045,6.113,5.456,5.705,5.669,5.72
"YDR394W",7.853,7.881,8.36,7.285,7.675,7.508
"YDR395W",6.66,5.959,7.487,6.628,6.438,6.922
"YDR396W",4.642,5.174,5.598,4.918,5.044,5.113
"YDR397C",4.912,5.252,4.812,4.847,5.476,5.571
"YDR398W",6.393,6.48,6.86,6.211,6.157,6.366
"YDR399W",7.874,7.619,7.811,7.298,7.648,7.588
"YDR400W",6.286,6.559,6.649,5.339,5.556,5.113
"YDR401W",2.145,1.588,0,1.3,2.274,2.626
"YDR402C",3.494,3.589,3.863,2.429,3.316,3.928
"YDR403W",4.109,3.589,4.692,4.213,4.508,4.256
"YDR404C",5.067,5.496,6.323,5.231,5.595,5.267
"YDR405W",5.686,6.786,6.005,5.745,4.927,5.314
"YDR406W",6.623,7.224,7.706,9.959,10.078,10.019
"YDR406W-A",1.439,3.174,1.704,4.094,4.733,4.046
"YDR407C",6.407,5.837,5.9,6.518,6.351,6.595
"YDR408C",6.254,6.397,6.86,6.123,5.669,5.855
"YDR409W",4.37,5.29,3.327,5.745,5.808,5.789
"YDR410C",4.737,4.252,5.726,4.847,4.987,4.815
"YDR411C",6.171,6.48,6.888,5.821,5.633,5.491
"YDR412W",5.779,6.634,5.215,4.847,5.556,5.36
"YDR413C",5.207,6.005,3.863,4.771,5.152,4.942
"YDR414C",4.991,5.214,6.005,4.322,5.152,5.058
"YDR415C",5.273,5.049,5.663,4.918,4.927,5.001
"YDR416W",5.535,5.496,6.005,5.894,5.669,5.918
"YDR417C",7.966,7.496,8.099,7.402,7.248,7.238
"YDR418W",8.618,8.34,9.036,7.876,7.916,8.027
"YDR419W",5.139,4.911,5.3,6.471,6.541,6.272
"YDR420W",6.854,7.597,7.558,8.013,7.939,8.063
"YDR421W",6.811,6.691,6.803,6.541,6.373,6.495
"YDR422C",6.1,5.911,6.513,7.082,6.761,7.149
"YDR423C",4.69,5.326,5.124,5.173,5.346,5.405
"YDR424C",5.71,5.887,5.598,5.487,5.964,5.949
"YDR425W",5.613,5.837,5.027,6.518,6.501,6.32
"YDR426C",3.791,5.174,2.464,3.49,4.508,4.815
"YDR427W",7.463,7.512,7.609,6.846,7.025,7.149
"YDR428C",3.791,3.911,3.863,2.775,3.914,2.9
"YDR429C",7.42,7.634,7.14,6.751,6.48,6.891
"YDR430C",5.757,5.496,6.055,6.79,6.561,6.652
"YDR431W",1.439,1.002,1.704,1.972,1.831,2.626
"YDR432W",5.03,5.005,5.38,4.608,4.865,5.001
"YDR433W",1.835,2.003,0,2.429,1.831,1.197
"YDR434W",5.988,5.935,6.548,6.093,6.05,6.119
"YDR435C",5.587,5.174,6.513,6.211,6.417,6.008
"YDR436W",5.365,5.174,5.954,6.751,6.351,6.296
"YDR437W",1.439,1.588,2.464,3.288,3.117,2.287
"YDR438W",4.37,4.528,5.456,6.123,6.561,6.065
"YDR439W",3.38,4.252,3.62,4.692,4.801,4.35
"YDR440W",4.642,5.326,4.812,4.424,4.927,4.88
"YDR441C",5.757,5.29,7.044,5.487,5.252,6.146
"YDR442W",3.698,3.174,4.071,2.775,3.914,3.928
"YDR443C",6.407,5.887,6.583,6.846,7.08,6.843
"YDR444W",5.887,6.113,6.281,6.77,6.996,6.891
"YDR445C",2.972,4.252,3.327,2.775,4.241,3.329
"YDR446W",0,2.326,0,1.3,0,1.197
"YDR447C",7.22,7.448,7.093,6.093,6.183,6.453
"YDR448W",4.309,4.911,5.027,5.051,4.801,4.601
"YDR449C",4.37,4.252,2.959,4.213,4.336,3.66
"YDR450W",7.456,7.308,7.251,6.607,6.761,6.843
"YDR451C",5.613,4.911,5.954,4.213,4.336,4.256
"YDR452W",7.42,8.144,7.936,7.885,8.082,7.828
"YDR453C",3.494,4.326,4.692,3.965,4.587,3.66
"YDR454C",6.254,6.38,7.069,6.267,6.48,6.576
"YDR455C",4.485,3.004,5.38,4.692,4.987,4.35
"YDR456W",7.911,7.496,8.822,8.741,8.598,8.294
"YDR457W",8.733,8.439,9.372,9.842,9.681,9.762
"YDR458C",6.378,7.29,5.954,7.097,7.173,7.456
"YDR459C",4.485,4.174,4.924,5.339,5.808,5.267
"YDR460W",5.304,5.935,4.812,5.487,5.556,5.448
"YDR461C-A",4.036,5.092,4.071,4.519,4.508,4.522
"YDR461W",4.952,4.959,4.924,3.823,4.241,4.815
"YDR462W",5.365,5.837,5.529,4.608,5.556,4.522
"YDR463W",6.436,6.85,5.726,7.066,7.039,7.299
"YDR464C-A",1.439,2.589,2.464,3.288,3.914,3.66
"YDR464W",6.585,7.953,5.9,7.426,7.462,7.663
"YDR465C",4.912,4.911,5.529,4.986,4.865,5.058
"YDR466W",6.1,6.38,6.281,7.216,7.211,7.299
"YDR467C",4.642,5.252,3.863,5.173,5.044,5.72
"YDR468C",5.273,5.214,5.124,5.578,5.099,5.755
"YDR469W",4.179,4.959,4.071,4.322,4.508,5.058
"YDR470C",5.71,5.786,6.15,6.153,5.993,6.037
"YDR471W",7.701,7.619,7.752,6.827,6.967,7.082
"YDR472W",6.777,6.887,7.782,5.894,5.84,5.855
"YDR473C",5.969,7.165,5.215,6.239,6.459,6.633
"YDR475C",6.007,5.837,6.548,7.533,7.364,7.402
"YDR476C",5.207,4.911,6.583,5.858,5.669,5.166
"YDR477W",5.24,5.214,5.663,6.211,5.595,5.949
"YDR478W",3.791,4.092,4.253,4.322,4.662,4.35
"YDR479C",5.24,5.887,6.15,6.321,6.438,6.223
"YDR480W",4.036,4.004,4.692,4.692,4.865,3.66
"YDR481C",6.743,6.59,7.14,7.714,7.523,7.82
"YDR482C",3.791,4.528,4.692,4.322,4.733,4.815
"YDR483W",8.129,7.746,8.933,8.864,8.716,8.488
"YDR484W",4.783,5.464,4.812,5.439,5.556,5.648
"YDR485C",6.811,7.912,5.9,6.731,7.441,7.068
"YDR486C",6.153,6.027,5.456,5.705,5.84,6.172
"YDR487C",8.577,8.52,9.054,7.744,7.877,7.663
"YDR488C",2.617,3.004,4.253,2.775,0,1.197
"YDR489W",3.791,3.464,3.62,2.775,3.914,3.504
"YDR490C",5.24,6.134,6.402,6.518,6.618,6.595
"YDR491C",5.365,5.732,5.663,6.882,6.811,6.614
"YDR492W",7.362,7.753,7.923,8.716,8.382,8.312
"YDR493W",5.03,5.732,5.663,4.322,4.241,5.166
"YDR494W",6.8,7.005,6.281,6.398,6.637,6.997
"YDR495C",6.635,6.982,5.598,6.373,6.438,6.688
"YDR496C",6.506,6.773,6.195,5.858,6.233,6.248
"YDR497C",8.892,9.033,9.504,8.459,8.458,8.392
"YDR498C",5.561,5.092,5.529,4.986,5.044,5.491
"YDR499W",5.734,6.154,5.215,6.029,6.131,6.41
"YDR500C",7.961,8.016,8.135,6.809,7.235,6.952
"YDR501W",3.959,3.004,4.56,2.429,2.613,2.287
"YDR502C",6.204,6.071,7.293,6.471,6.727,5.949
"YDR503C",4.539,4.528,4.56,4.322,4.424,3.504
"YDR504C",5.067,5.786,4.924,6.182,5.705,5.855
"YDR505C",7.951,7.684,8.075,8.435,8.415,8.559
"YDR506C",4.485,4.004,5.598,5.439,5.633,5.72
"YDR507C",6.743,7.388,6.915,5.39,5.669,5.918
"YDR508C",4.69,5.174,5.38,3.666,3.316,2.9
"YDR509W",2.4,2.811,2.959,1.3,1.189,1.197
"YDR510C-A",5.395,5.837,5.456,4.771,4.987,5.267
"YDR510W",7.463,7.656,7.674,7.05,7.353,7.287
"YDR511W",6.007,6.414,6.103,4.771,5.39,5.166
"YDR512C",6.118,6.691,6.44,5.487,5.669,5.531
"YDR513W",8.858,8.993,9.543,8.334,8.473,8.613
"YDR514C",5.139,5.252,5.598,5.173,5.099,5.166
"YDR515W",6.302,6.935,4.924,5.39,5.299,5.448
"YDR516C",7.936,8.406,8.563,8.785,8.921,8.646
"YDR517W",6.007,5.982,6.681,6.809,6.637,6.092
"YDR518W",5.686,5.397,5.726,5.533,5.934,5.823
"YDR519W",6.238,6.648,6.86,5.622,5.346,5.571
"YDR520C",5.561,5.59,6.103,5.929,6.131,5.918
"YDR521W",2.145,3.812,3.327,2.429,3.646,2.626
"YDR522C",2.145,3.174,4.414,1.972,4.031,2.9
"YDR523C",3.877,4.174,4.253,4.424,5.099,4.88
"YDR524C",6.064,5.705,6.402,6.77,6.655,6.967
"YDR524C-B",11.37,11.34,11.516,9.982,10.052,9.927
"YDR524W-C",9.536,9.719,9.312,8.716,8.436,8.335
"YDR525W-A",5.734,5.911,6.968,5.533,5.152,5.314
"YDR526C",4.246,4.862,4.692,5.114,4.987,4.942
"YDR527W",6.333,6.773,6.103,6.518,6.637,6.759
"YDR528W",5.969,6.76,5.663,5.578,5.595,5.887
"YDR529C",10.33,11.081,10.341,9.212,9.383,9.484
"YDR530C",6.623,6.863,7.334,7.187,7.472,7.357
"YDR531W",6.007,5.431,6.281,5.051,5.517,5.113
"YDR532C",5.561,6.544,3.62,4.771,5.044,5.36
"YDR533C",9.985,9.809,10.638,10.156,10.224,10.262
"YDR534C",2.4,2.811,3.863,3.055,3.646,3.66
"YDR535C",3.6,1.588,4.071,2.429,3.646,1.842
"YDR536W",8.296,8.139,9.048,5.858,5.556,5.405
"YDR537C",4.036,3.705,4.071,4.213,3.786,4.046
"YDR538W",4.642,3.705,4.414,4.424,4.336,4.046
"YDR539W",6.238,5.935,7.251,6.495,6.982,7.136
"YDR540C",3.257,4.004,0,3.965,4.241,4.35
"YDR541C",4.69,4.326,5.529,5.858,6.305,6.146
"YEL001C",5.535,5.619,6.239,5.997,5.993,5.789
"YEL002C",7.641,7.103,8.001,7.674,7.543,7.752
"YEL003W",4.783,6.559,3.62,4.424,4.801,5.823
"YEL004W",4.737,4.589,4.692,4.918,5.434,4.676
"YEL005C",4.991,5.648,4.253,5.858,5.434,5.684
"YEL006W",5.613,5.134,6.055,6.563,6.876,6.706
"YEL007W",6.188,7.299,6.281,6.518,6.183,6.366
"YEL008C-A",0,1.002,1.704,1.3,1.189,1.197
"YEL008W",2.145,0,2.959,2.429,0,0
"YEL009C",11.252,11.29,11.13,10.932,11.103,10.971
"YEL009C-A",1.439,2.003,1.704,1.3,1.831,2.626
"YEL010W",1.835,1.002,2.959,3.055,2.613,0
"YEL011W",7.391,8.199,8.213,8.921,8.936,8.889
"YEL012W",7.731,8.397,7.642,7.351,7.43,7.548
"YEL013W",6.708,5.982,7.487,7.298,7.223,7.149
"YEL014C",2.617,3.464,3.62,1.972,2.887,2.9
"YEL015W",5.71,5.431,5.787,5.622,5.476,5.789
"YEL016C",4.429,4.589,5.663,4.986,5.39,4.35
"YEL017C-A",8.847,8.985,9.286,9.101,8.81,8.664
"YEL017W",4.309,4.252,5.124,4.692,3.316,4.35
"YEL018C-A",3.6,4.812,3.62,3.055,3.646,3.8
"YEL018W",4.87,5.496,4.692,4.918,4.424,5.267
"YEL019C",4.591,4.862,4.692,5.114,5.39,5.314
"YEL020C",6.422,6.397,6.513,7.389,7.353,7.466
"YEL020C-B",6.171,6.134,6.055,4.213,4.801,5.217
"YEL020W-A",6.986,7.448,6.548,6.182,5.964,6.272
"YEL021W",5.823,5.759,6.005,5.963,6.05,5.755
"YEL022W",6.407,5.887,6.513,6.423,6.891,6.536
"YEL023C",4.246,5.252,4.56,5.114,5.84,5.491
"YEL024W",9.984,9.454,10.24,9.212,9.369,9.265
"YEL025C",6.708,6.733,7.487,7.113,6.891,7.201
"YEL026W",6.585,6.214,6.968,6.347,6.022,5.648
"YEL027W",9.309,8.828,9.839,9.469,9.434,9.184
"YEL028W",3.877,3.812,2.464,3.49,4.424,4.154
"YEL029C",5.561,5.326,5.954,5.533,5.517,5.755
"YEL030C-A",0,0,1.704,1.972,2.274,1.197
"YEL030W",3.6,4.004,3.327,3.965,4.587,4.439
"YEL031W",8.839,8.406,9.881,8.675,8.442,8.221
"YEL032C-A",1.835,2.326,3.327,3.288,3.49,4.256
"YEL032W",5.866,5.648,6.363,6.969,6.891,6.495
"YEL033W",7.369,7.698,7.896,7.963,7.838,7.645
"YEL034C-A",9.127,9.162,9.863,9.684,9.61,9.575
"YEL034W",9.157,9.007,9.578,9.513,9.55,9.468
"YEL035C",1.835,2.003,1.704,3.055,2.887,2.9
"YEL036C",5.453,5.786,5.663,5.929,5.595,5.571
"YEL037C",5.887,6.308,6.942,6.029,6.105,6.536
"YEL038W",4.737,4.648,5.954,6.211,5.252,5.61
"YEL039C",7.793,8.85,7.185,8.32,8.519,8.921
"YEL040W",3.791,3.705,3.62,3.823,3.914,3.329
"YEL041W",6.317,5.326,6.649,6.518,6.891,6.556
"YEL042W",6.61,6.049,7.019,5.929,6.05,5.531
"YEL043W",5.686,5.982,5.9,6.9,6.541,6.516
"YEL044W",3.959,4.464,5.456,5.286,5.299,4.747
"YEL045C",3.257,3.589,3.327,4.986,3.786,4.439
"YEL046C",6.1,5.326,6.915,6.541,6.599,6.343
"YEL047C",5.561,4.528,6.477,6.211,5.434,5.61
"YEL048C",4.109,2.326,4.812,1.972,2.613,1.842
"YEL050C",6.906,7.214,7.314,6.79,6.727,6.742
"YEL050W-A",5.173,6.175,5.844,5.705,5.669,5.36
"YEL051W",7.895,7.887,7.505,7.61,7.503,7.735
"YEL052W",7.117,6.48,7.674,6.864,7.011,6.536
"YEL053C",5.949,5.837,5.9,5.439,5.39,5.571
"YEL053W-A",6.843,5.326,7.487,5.051,5.556,5.491
"YEL054C",7.597,6.76,8.213,6.239,6.395,6.272
"YEL055C",6.811,6.362,6.994,7.082,7.272,7.226
"YEL056W",5.103,4.812,6.055,5.286,5.152,4.88
"YEL057C",1.835,2.811,2.464,2.429,2.274,2.287
"YEL058W",6.506,6.214,7.45,7.377,7.43,7.345
"YEL059C-A",3.791,4.911,4.071,4.424,4.336,4.439
"YEL059W",3.257,3.174,3.327,3.055,3.49,3.504
"YEL060C",8.57,9.199,10.116,10.998,10.923,10.968
"YEL061C",6.118,6.691,5.215,5.705,5.595,6.366
"YEL062W",5.587,4.959,5.529,6.711,6.58,6.495
"YEL063C",8.609,8.472,9.472,10.151,9.995,9.902
"YEL064C",5.24,4.911,6.743,6.123,5.993,5.789
"YEL065W",5.173,5.214,6.15,6.423,6.395,6.595
"YEL066W",7.09,6.887,7.988,6.347,6.58,6.614
"YEL067C",4.591,4.092,3.863,3.666,3.914,4.154
"YEL068C",4.309,4.648,5.787,4.424,4.733,5.267
"YEL069C",6.977,8.243,7.558,0,0,0
"YEL071W",8.839,8.555,9.425,6.985,6.907,6.937
"YEL072W",5.969,5.982,6.363,5.286,6.022,5.217
"YEL073C",3.6,3.326,4.071,4.094,4.336,4.35
"YEL074W",1.835,2.811,0,1.3,3.117,1.197
"YER001W",7.531,7.214,7.706,8.359,8.331,8.369
"YER002W",7.228,8.344,5.215,6.239,6.281,6.688
"YER003C",6.996,6.746,7.674,6.239,6.157,6.223
"YER004W",6.886,6.448,7.923,6.751,6.967,6.652
"YER005W",5.304,4.464,6.055,6.373,6.131,6.474
"YER006C-A",1.835,1.002,1.704,3.666,2.274,2.9
"YER006W",6.789,6.574,7.272,6.347,6.417,6.495
"YER007C-A",5.365,5.705,4.812,5.339,5.099,4.942
"YER007W",3.698,3.589,3.327,5.286,5.044,4.439
"YER008C",7.006,7.999,6.548,7.92,7.885,7.916
"YER009W",7.42,7.448,8.014,7.113,6.828,6.843
"YER010C",5.273,5.431,5.38,6.882,6.795,6.906
"YER011W",0,1.588,0,3.288,4.031,3.504
"YER012W",7.864,7.746,7.469,6.67,7.248,7.201
"YER013W",6.153,6.733,6.803,7.298,7.198,7.109
"YER014C-A",4.37,4.648,4.414,5.339,4.801,4.747
"YER014W",5.823,5.528,6.239,6.182,6.157,5.887
"YER015W",4.036,3.705,5.124,5.339,5.669,5.36
"YER016W",5.508,5.732,5.215,4.771,4.927,5.113
"YER017C",6.957,7.414,7.782,7.475,7.386,7.445
"YER018C",4.246,4.464,5.9,4.519,4.508,4.676
"YER019C-A",7.117,7.253,7.185,7.244,6.982,7.175
"YER019W",4.485,5.092,5.663,5.286,5.044,5.405
"YER020W",6.007,6.154,6.239,6.495,6.761,6.172
"YER021W",8.223,8.124,8.408,7.849,8.187,7.845
"YER022W",5.929,5.559,5.598,5.578,5.903,5.887
"YER023C-A",3.38,2.811,4.253,4.519,4.241,3.66
"YER023W",5.424,6.327,6.548,6.495,6.257,6.119
"YER024W",6.766,6.705,7.674,6.398,6.328,6.119
"YER025W",7.477,7.308,8.135,7.802,7.666,7.77
"YER026C",7.449,7.559,8.014,7.684,7.746,7.588
"YER027C",5.949,5.705,6.616,6.373,6.022,5.61
"YER028C",3.877,4.589,3.62,5.622,6.05,5.918
"YER029C",5.067,6.271,5.124,5.533,5.517,5.267
"YER030W",6.559,7.993,4.692,5.39,5.74,6.065
"YER031C",6.45,6.027,6.743,6.321,6.599,6.688
"YER032W",5.273,5.326,4.56,4.213,5.152,5.491
"YER033C",5.173,5.935,5.598,6.882,6.709,7.122
"YER034W",4.109,5.496,3.863,5.051,5.434,5.217
"YER035W",6.623,7.224,6.888,8.092,7.939,7.969
"YER036C",7.941,7.544,8.748,8.799,8.814,8.779
"YER037W",6.585,6.663,6.477,7.98,8.102,8.392
"YER038C",4.109,4.959,4.414,5.439,5.84,6.41
"YER038W-A",4.827,4.705,5.598,6.294,6.05,5.72
"YER039C",5.335,5.214,6.477,6.398,6.281,6.146
"YER039C-A",3.791,3.464,4.56,4.771,4.733,4.676
"YER040W",5.734,5.677,5.787,6.691,6.521,6.742
"YER041W",4.69,5.092,5.027,5.533,5.595,6.119
"YER042W",5.365,5.786,5.787,5.929,5.903,6.296
"YER043C",8.674,7.993,9.178,8.968,8.559,8.758
"YER044C",7.736,7.719,8.158,8.273,8.539,8.646
"YER044C-A",4.036,3.174,3.327,3.823,3.646,3.504
"YER045C",7.9,8.165,7.988,7.92,8.019,8.117
"YER046W",5.24,5.59,4.812,4.608,4.865,4.676
"YER046W-A",4.591,4.464,3.863,4.519,4.241,4.439
"YER047C",6.407,6.59,6.44,6.65,6.952,6.432
"YER048C",6.789,6.48,6.239,6.585,6.795,6.875
"YER048W-A",6.221,6.559,6.649,5.051,5.39,4.815
"YER049W",6.789,6.092,7.207,6.585,6.618,6.706
"YER050C",6.986,7.552,5.787,5.286,5.903,6.198
"YER051W",5.508,5.464,6.103,6.123,6.373,6.198
"YER052C",7.799,7.869,8.646,6.751,6.828,6.41
"YER053C",10.793,11.403,11.265,10.196,10.156,9.99
"YER053C-A",8.198,8.638,8.756,9.154,9.188,9.042
"YER054C",6.082,7.049,5.663,6.952,7.025,6.922
"YER055C",6.811,6.719,7.658,5.929,5.964,5.571
"YER056C",8.897,8.204,9.322,9.739,9.697,9.489
"YER056C-A",7.126,7.59,6.803,5.487,6.105,6.296
"YER057C",7.628,7.605,8.418,7.694,7.639,7.778
"YER058W",5.067,5.648,4.56,4.771,4.927,5.166
"YER059W",5.273,5.786,5.3,6.093,6.328,6.453
"YER060W",5.103,5.174,5.844,6.373,6.828,6.092
"YER060W-A",4.37,3.589,3.327,4.771,3.646,3.504
"YER061C",5.103,5.092,5.529,6.347,6.183,6.296
"YER062C",6.45,6.431,6.968,8.092,8.161,7.946
"YER063W",6.927,7.224,7.229,6.691,7.053,6.614
"YER064C",3.257,2.811,4.071,1.972,3.786,2.9
"YER065C",7.518,7.318,7.811,6.182,6.48,6.474
"YER066C-A",6.843,7.753,7.272,6.373,6.561,6.688
"YER066W",3.494,3.705,4.414,5.231,4.927,5.166
"YER067C-A",8.034,9.052,8.135,7.653,7.601,7.466
"YER067W",8.646,9.702,8.718,7.929,8.061,8.306
"YER068C-A",4.036,2.326,4.56,3.288,4.241,4.046
"YER068W",6.436,6.605,6.513,6.827,6.727,7.136
"YER069W",6.917,6.705,7.413,7.201,7.319,7.368
"YER070W",7.006,6.092,7.737,6.398,6.077,6.32
"YER071C",4.87,5.134,4.414,5.339,5.044,5.61
"YER072W",6.927,6.786,7.393,6.347,6.281,6.366
"YER073W",4.69,5.29,5.124,5.439,5.476,5.058
"YER074W",7.391,7.154,7.334,6.211,6.022,5.755
"YER074W-A",5.779,6.027,5.844,5.745,5.476,5.491
"YER075C",5.686,5.252,5.215,7.002,7.121,7.054
"YER076C",3.791,3.174,2.464,3.055,4.241,1.842
"YER076W-A",1.835,0,2.464,1.3,1.831,2.287
"YER077C",5.24,5.174,4.692,5.439,4.927,5.36
"YER078C",6.61,6.38,6.773,6.447,6.305,6.474
"YER078W-A",0.892,1.588,1.704,1.972,1.189,1.197
"YER079C-A",3.791,3.812,5.027,3.965,4.508,3.66
"YER079W",5.638,6.863,5.663,6.846,6.599,7.026
"YER080W",6.422,6.993,6.239,7.285,7.472,7.379
"YER081W",6.843,7.081,7.044,7.201,7.295,7.011
"YER082C",5.535,5.677,4.56,5.664,5.434,6.092
"YER083C",5.139,5.863,6.15,5.784,5.476,5.491
"YER084W",2.617,3.004,2.959,2.429,1.831,2.626
"YER084W-A",1.439,1.588,3.327,3.055,2.613,3.131
"YER085C",2.145,3.326,2.464,1.972,2.887,3.131
"YER086W",6.917,6.049,7.229,6.628,6.351,6.198
"YER087C-A",3.791,4.092,4.56,3.666,4.14,4.522
"YER087C-B",6.906,6.825,7.272,6.628,6.691,7.109
