"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YJL190C",100.864340148402,2.11171708697257,0.311616242981292,1.06533184476695e-12,6.42890850876686e-11
"YOL126C",193.030898959608,-1.88624849078749,0.279478993023965,1.12184267561998e-12,6.70355990970957e-11
"YPL111W",71.4377874441143,2.22154218023225,0.328875090719667,1.16130994176632e-12,6.87202339326767e-11
"YDL055C",272.13270686614,1.64720964538362,0.242824294084984,1.26961940600715e-12,7.44070219193614e-11
"YJL158C",56.0697771849859,2.35380200928216,0.350040024054373,1.48705214290489e-12,8.63198362952889e-11
"YLR403W",148.891631198025,-1.82494070928802,0.272191446874317,1.72119013220316e-12,9.86784865621907e-11
"YMR250W",110.890581490358,-1.88870990940491,0.281064201407354,1.73233766401221e-12,9.86784865621907e-11
"YBR294W",120.239298760257,2.15463605621994,0.324425203315165,2.49553775049138e-12,1.40836135085602e-10
"YJL079C",279.434713760259,-1.95005049800617,0.293943822072279,2.69844575818847e-12,1.50890155010631e-10
"YAL012W",55.5664993655957,2.64150016852933,0.401377933573476,3.10118537478143e-12,1.71833862357207e-10
"YML087C",130.451549095861,1.86548030830125,0.282360319038839,3.7410696055379e-12,2.05421795006788e-10
"YMR271C",90.2702682232382,-2.0797954850755,0.317793468017482,4.05974258224068e-12,2.20929741417473e-10
"YGR052W",36.9888339271165,-3.03109510803246,0.456382095772453,4.47925938226742e-12,2.39483209955438e-10
"YLR446W",58.1809589153777,-2.48444056824841,0.383395495908855,4.4767517001675e-12,2.39483209955438e-10
"YOR274W",97.577457629358,-1.88012867689441,0.286463951355671,4.84023350787518e-12,2.56532375917384e-10
"YBR068C",126.266023856408,1.96367035919548,0.302121070287615,6.79018540677604e-12,3.50912091718181e-10
"YKL016C",598.414585946505,1.52744002322634,0.232959714815662,6.79370415467521e-12,3.50912091718181e-10
"YPL135W",339.332175733786,1.50588595093504,0.229647410647106,6.78533564622331e-12,3.50912091718181e-10
"YPL201C",26.969819142803,3.79368425021803,0.579573399018839,9.34538211090554e-12,4.78656335848481e-10
"YDR223W",75.316818793407,-2.0432845681774,0.319959997645179,1.25827894846142e-11,6.35790622562148e-10
"YIL119C",194.566476288033,-2.24428713972154,0.349736761982355,1.26219303248597e-11,6.35790622562148e-10
"YJR096W",547.36597079285,-1.43970149682019,0.223187038907491,1.38216410438176e-11,6.90515591492364e-10
"YOL055C",74.2422919875361,-2.0983900689519,0.333283555255972,1.91467580581848e-11,9.48776344427936e-10
