"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YIL053W",27,44,9,161,170,158
"YIL054W",3,2,1,0,0,0
"YIL055C",10,29,8,11,21,24
"YIL056W",360,375,120,380,429,425
"YIL057C",1,2,3,0,0,2
"YIL058W",0,1,0,0,1,2
"YIL059C",15,42,11,52,80,76
"YIL060W",19,28,7,39,60,47
"YIL061C",20,13,13,17,14,13
"YIL062C",157,138,76,63,84,68
"YIL063C",101,125,17,32,55,68
"YIL064W",30,29,14,15,12,16
"YIL065C",79,99,27,24,39,40
"YIL066C",7,16,4,4,9,5
"YIL066W-A",6,2,3,6,5,5
"YIL067C",52,30,43,29,26,23
"YIL068C",77,69,26,47,53,63
"YIL068W-A",11,17,5,11,13,19
"YIL069C",88,49,41,32,39,30
"YIL070C",233,177,97,67,81,81
"YIL071C",62,68,19,107,132,127
"YIL071W-A",31,36,14,49,70,49
"YIL072W",18,16,11,41,50,49
"YIL073C",25,29,10,36,45,44
"YIL074C",126,103,80,36,49,29
"YIL075C",367,648,235,265,320,306
"YIL076W",137,104,39,51,62,51
"YIL077C",37,62,30,46,49,52
"YIL078W",392,271,179,226,242,255
"YIL079C",26,19,10,15,24,22
"YIL082W",0,0,0,0,0,0
"YIL082W-A",0,0,0,0,0,0
"YIL083C",72,85,44,56,69,72
"YIL084C",26,22,18,29,30,38
"YIL085C",76,64,43,83,77,78
"YIL086C",19,27,5,17,32,22
"YIL087C",103,86,66,96,95,74
"YIL088C",241,169,115,233,276,223
"YIL089W",17,8,11,25,21,35
"YIL090W",65,43,47,85,58,61
"YIL091C",77,42,17,43,50,60
"YIL092W",33,27,10,27,48,52
"YIL093C",60,60,31,36,44,44
"YIL094C",190,133,74,103,87,113
"YIL095W",32,37,14,28,44,39
"YIL096C",33,20,4,10,12,18
"YIL097W",83,83,22,43,72,95
"YIL098C",63,98,18,27,41,32
"YIL099W",11,11,4,23,20,18
"YIL100C-A",3,2,2,2,1,3
"YIL100W",0,2,7,7,5,4
"YIL101C",19,44,16,31,24,33
"YIL102C",7,6,11,6,7,5
"YIL102C-A",11,25,8,8,14,10
"YIL103W",89,60,30,39,37,36
"YIL104C",31,36,15,14,19,14
"YIL105C",85,106,34,75,115,98
"YIL105W-A",14,28,1,9,15,16
"YIL106W",6,23,7,20,15,15
"YIL107C",139,175,64,110,146,137
"YIL108W",116,107,75,130,139,132
"YIL109C",130,107,85,82,87,83
"YIL110W",41,33,26,14,18,28
"YIL111W",33,52,8,92,113,129
"YIL112W",173,294,53,200,229,253
"YIL113W",14,18,9,61,73,56
"YIL114C",40,22,26,19,26,26
"YIL115C",154,160,59,136,155,172
"YIL115W-A",25,30,3,15,31,28
"YIL116W",351,259,192,131,182,182
"YIL117C",8,6,5,11,23,20
"YIL118W",51,51,17,43,44,50
"YIL119C",76,123,19,291,379,329
"YIL120W",50,27,30,68,68,58
"YIL121W",82,59,53,80,105,90
"YIL122W",43,45,17,25,36,32
"YIL123W",47,38,33,10,19,16
"YIL124W",84,87,48,48,59,60
"YIL125W",1040,797,707,596,669,623
"YIL126W",264,300,85,153,197,193
"YIL127C",26,55,6,8,8,18
"YIL128W",78,47,33,44,56,56
"YIL129C",264,145,162,354,429,364
"YIL130W",124,118,38,111,132,116
"YIL131C",37,31,15,8,19,14
"YIL132C",5,10,5,7,11,10
"YIL133C",363,223,165,146,184,142
"YIL134C-A",1,1,1,3,0,0
"YIL134W",20,23,8,14,13,7
"YIL135C",65,86,23,59,76,72
"YIL136W",255,377,91,223,311,301
"YIL137C",121,100,61,76,69,82
"YIL138C",99,115,19,20,22,29
"YIL139C",16,17,4,13,19,27
"YIL140W",34,18,15,14,31,22
"YIL141W",0,1,0,0,0,1
"YIL142C-A",23,14,20,13,14,14
"YIL142W",217,145,125,79,105,98
"YIL143C",166,174,99,132,168,154
"YIL144W",65,114,15,38,41,61
"YIL145C",33,15,17,29,35,9
"YIL146C",51,67,38,118,148,138
"YIL147C",107,91,44,97,94,118
"YIL148W",156,176,96,66,60,69
"YIL149C",170,404,20,99,146,171
"YIL150C",34,24,11,23,32,26
"YIL151C",172,151,95,166,174,172
"YIL152W",18,19,2,9,17,11
"YIL153W",14,27,13,13,16,8
"YIL154C",34,36,22,33,36,55
"YIL155C",524,849,242,30,39,53
"YIL156W",33,46,15,37,51,55
"YIL156W-A",42,28,19,14,17,12
"YIL156W-B",78,80,50,30,29,30
"YIL157C",110,100,74,53,69,59
"YIL158W",24,23,11,12,12,11
"YIL159W",24,41,16,18,17,27
"YIL160C",22,10,11,38,61,47
"YIL161W",16,54,10,15,23,39
"YIL162W",106,111,65,21,31,29
"YIL163C",6,6,2,9,9,6
"YIL164C",22,18,30,27,23,20
"YIL165C",25,47,27,12,40,31
"YIL166C",58,28,23,70,88,56
"YIL169C",40,13,27,18,14,12
"YIL170W",0,0,0,0,0,0
"YIL171W",0,0,0,0,0,0
"YIL171W-A",0,0,0,0,0,0
"YIL172C",0,0,0,0,0,0
"YIL173W",0,0,0,0,0,0
"YIL174W",0,0,0,0,0,0
"YIL175W",0,0,0,0,0,0
"YIL176C",0,0,0,0,0,0
"YIL177C",0,0,0,0,0,0
"YIL177W-A",0,0,0,0,0,0
"YIR001C",85,76,17,34,37,38
"YIR002C",103,103,25,62,64,70
"YIR003W",46,51,18,29,57,52
"YIR004W",71,152,24,42,63,64
"YIR005W",9,13,3,9,13,20
"YIR006C",65,94,67,132,128,151
"YIR007W",20,24,15,25,36,40
"YIR008C",38,27,24,17,18,26
"YIR009W",15,14,5,6,3,8
"YIR010W",26,52,13,26,31,33
"YIR011C",45,53,23,37,48,35
"YIR012W",78,37,42,34,39,33
"YIR013C",0,1,0,0,0,0
"YIR014W",21,37,6,16,32,31
"YIR015W",9,13,5,14,23,13
"YIR016W",25,34,18,35,41,37
"YIR017C",63,63,48,22,20,19
"YIR017W-A",46,44,22,20,14,20
"YIR018C-A",8,10,6,13,12,13
"YIR018W",29,30,15,20,25,18
"YIR019C",2530,4197,1223,287,256,270
"YIR020C",0,0,0,0,0,0
"YIR020C-B",29,26,8,6,9,4
"YIR020W-A",1,0,0,1,1,1
"YIR021W",40,58,20,16,17,15
"YIR021W-A",0,1,0,0,0,0
"YIR022W",99,74,52,50,44,42
"YIR023C-A",7,25,1,12,20,26
"YIR023W",70,61,28,81,95,97
"YIR024C",54,87,12,12,17,22
"YIR025W",25,31,14,12,18,17
"YIR026C",42,29,24,16,11,18
"YIR027C",25,16,10,32,34,44
"YIR028W",22,14,8,60,48,61
"YIR029W",21,32,15,12,20,15
"YIR030C",63,50,28,15,24,19
"YIR030W-A",38,45,21,53,37,45
"YIR031C",157,111,94,159,152,181
"YIR032C",60,75,51,29,43,29
"YIR033W",153,96,44,127,143,155
"YIR034C",95,77,81,70,77,78
"YIR035C",74,68,48,74,95,74
"YIR036C",57,48,44,53,63,45
"YIR036W-A",17,8,10,16,21,9
"YIR037W",281,259,142,172,218,180
"YIR038C",42,50,33,73,59,65
"YIR039C",84,78,57,48,54,50
"YIR040C",0,0,0,0,0,0
"YIR041W",1,0,0,0,0,0
"YIR042C",25,20,12,12,15,14
"YJL001W",342,233,150,146,182,171
"YJL002C",191,109,106,110,135,116
"YJL003W",68,53,18,24,28,22
"YJL004C",62,39,31,22,33,36
"YJL005W",289,208,150,373,457,438
"YJL006C",34,30,14,25,32,20
"YJL007C",2,0,0,2,1,3
"YJL008C",175,101,118,87,99,101
"YJL009W",47,53,23,28,27,17
"YJL010C",44,42,16,30,38,42
"YJL011C",33,21,9,2,2,9
"YJL012C",124,68,102,89,110,95
"YJL013C",19,23,7,25,30,41
"YJL014W",249,154,150,99,182,131
"YJL015C",40,42,15,49,55,47
"YJL016W",208,141,98,226,306,249
"YJL019W",18,19,15,23,20,16
"YJL020C",141,215,45,133,163,141
"YJL020W-A",9,37,11,19,25,20
"YJL022W",5,3,1,4,1,4
"YJL023C",36,28,10,27,25,34
"YJL024C",26,25,8,10,10,14
"YJL025W",11,12,10,19,25,14
"YJL026C-A",56,34,48,50,75,52
"YJL026W",299,232,217,324,391,305
"YJL027C",3,3,0,0,0,1
"YJL028W",1,1,0,3,0,0
"YJL029C",40,35,30,28,37,51
"YJL030W",46,40,11,10,23,12
"YJL031C",80,94,19,20,48,28
"YJL032W",31,32,6,10,9,10
"YJL033W",105,108,33,43,67,69
"YJL034W",1877,2207,982,335,341,312
"YJL035C",74,140,35,21,31,32
"YJL036W",78,78,21,55,56,54
"YJL037W",6,8,4,3,3,3
"YJL038C",4,4,1,3,5,3
"YJL039C",136,72,82,91,97,91
"YJL041W",54,75,23,33,53,43
"YJL042W",149,154,78,182,197,220
"YJL043W",0,0,0,5,4,2
"YJL044C",44,44,12,36,38,47
"YJL045W",20,21,15,11,10,17
"YJL046W",52,34,16,28,21,24
"YJL047C",57,57,35,46,58,58
"YJL047C-A",3,3,2,1,1,1
"YJL048C",111,80,84,208,250,207
"YJL049W",43,69,6,25,25,36
"YJL050W",131,99,72,95,157,123
"YJL051W",54,30,18,24,73,24
"YJL052C-A",1,1,1,0,0,0
"YJL052W",2129,2947,1164,13886,14825,12284
"YJL053W",76,68,47,66,62,79
"YJL054W",101,93,54,50,82,70
"YJL055W",143,157,83,123,129,172
"YJL056C",31,24,14,58,47,61
"YJL057C",106,70,30,62,86,75
"YJL058C",16,8,6,15,20,15
"YJL059W",22,23,8,15,13,17
"YJL060W",134,96,78,62,64,57
"YJL061W",72,43,29,31,23,50
"YJL062W",65,30,33,45,48,35
"YJL062W-A",99,74,57,41,57,28
"YJL063C",79,71,33,35,30,42
"YJL064W",13,12,6,6,10,6
"YJL065C",16,21,9,13,12,12
"YJL066C",133,186,51,111,124,124
"YJL067W",69,90,27,48,60,71
"YJL068C",45,41,36,39,52,48
"YJL069C",56,49,21,26,27,26
"YJL070C",51,47,24,68,69,65
"YJL071W",85,76,47,23,40,35
"YJL072C",17,11,9,15,25,12
"YJL073W",133,162,44,40,57,49
"YJL074C",213,219,46,48,52,55
"YJL075C",7,17,4,14,14,15
"YJL076W",80,92,26,72,89,108
"YJL077C",9,13,10,11,14,11
"YJL077W-A",4,10,2,17,12,15
"YJL077W-B",3,1,1,4,6,6
"YJL078C",56,40,44,78,84,80
"YJL079C",107,159,75,510,479,366
"YJL080C",127,54,71,42,63,53
"YJL081C",71,56,23,42,62,58
"YJL082W",56,51,39,141,144,135
"YJL083W",26,24,22,44,56,38
"YJL084C",95,90,41,158,167,160
"YJL085W",53,52,12,29,42,36
"YJL086C",2,3,1,1,1,3
"YJL087C",57,37,23,35,35,43
"YJL088W",21,17,21,13,7,18
"YJL089W",74,56,52,38,42,40
"YJL090C",41,43,18,34,47,51
"YJL091C",61,56,38,19,32,35
"YJL092W",48,67,22,32,20,36
"YJL093C",68,50,56,44,60,69
"YJL094C",214,202,197,194,181,164
"YJL095W",63,62,21,57,45,59
"YJL096W",95,92,21,23,28,42
"YJL097W",39,36,17,14,21,13
"YJL098W",84,95,31,67,117,89
"YJL099W",21,21,14,28,15,25
"YJL100W",49,45,25,44,61,67
"YJL101C",150,160,84,110,106,124
"YJL102W",156,160,75,80,100,79
"YJL103C",141,131,54,106,134,122
"YJL104W",132,113,49,27,55,55
"YJL105W",20,22,7,19,26,23
"YJL106W",6,13,5,11,9,19
"YJL107C",10,19,10,25,38,30
"YJL108C",20,11,12,20,31,20
"YJL109C",141,68,86,68,79,81
"YJL110C",44,62,23,40,51,48
"YJL111W",183,107,110,104,99,106
"YJL112W",225,163,90,111,134,152
"YJL113W",0,0,0,0,0,0
"YJL114W",0,0,0,0,0,0
"YJL115W",42,73,13,37,40,39
"YJL116C",307,161,213,1683,1863,1680
"YJL117W",101,82,42,58,69,75
"YJL118W",11,5,9,1,1,4
"YJL119C",4,5,2,3,1,3
"YJL120W",6,3,3,5,7,4
"YJL121C",45,31,18,23,28,36
"YJL122W",32,22,13,18,21,13
"YJL123C",147,256,51,115,146,167
"YJL124C",66,66,21,21,41,43
"YJL125C",37,25,15,19,18,13
"YJL126W",18,18,11,12,19,12
"YJL127C",31,37,14,38,49,47
"YJL127C-B",25,38,14,14,19,22
"YJL127W-A",3,5,6,6,7,3
"YJL128C",88,93,45,61,63,76
"YJL129C",179,178,84,181,246,260
"YJL130C",832,735,554,482,484,478
"YJL131C",50,87,11,41,27,67
"YJL132W",45,41,30,51,65,65
"YJL133C-A",441,381,306,353,344,292
"YJL133W",28,25,24,31,33,28
"YJL134W",67,61,41,57,60,53
"YJL135W",1,1,0,0,0,0
"YJL136C",281,364,98,98,111,126
"YJL136W-A",0,0,1,0,1,0
"YJL137C",45,39,29,38,34,28
"YJL138C",149,133,70,107,105,105
"YJL139C",37,29,35,28,34,35
"YJL140W",162,211,54,74,85,120
"YJL141C",104,116,66,139,135,133
"YJL142C",3,15,4,7,7,6
"YJL143W",144,118,92,107,107,102
"YJL144W",139,214,39,64,87,108
"YJL145W",52,41,35,21,15,11
"YJL146W",57,42,29,36,47,33
"YJL147C",20,24,5,20,20,24
"YJL148W",89,79,24,16,25,34
"YJL149W",31,36,10,44,58,45
"YJL150W",1,0,1,1,3,3
"YJL151C",301,383,180,266,314,347
"YJL152W",159,186,99,138,164,166
"YJL153C",94,65,94,93,116,93
"YJL154C",112,91,50,67,106,86
"YJL155C",110,113,47,76,82,92
"YJL156C",71,59,37,59,56,55
"YJL156W-A",10,20,8,10,16,9
"YJL157C",27,19,15,12,5,6
"YJL158C",139,98,62,18,16,19
"YJL159W",524,344,365,97,91,95
"YJL160C",3,3,2,1,1,0
"YJL161W",14,14,2,19,29,31
"YJL162C",29,24,3,10,18,25
"YJL163C",69,45,43,129,146,135
"YJL164C",110,93,67,208,201,220
"YJL165C",183,207,80,211,266,223
"YJL166W",2163,2476,646,737,839,927
"YJL167W",584,443,229,339,355,407
"YJL168C",68,92,24,43,46,43
"YJL169W",14,26,3,12,8,9
"YJL170C",4,9,6,9,15,12
"YJL171C",429,213,391,255,240,272
"YJL172W",582,407,457,648,598,599
"YJL173C",86,43,23,28,34,27
"YJL174W",185,188,76,136,142,146
"YJL175W",3,6,4,4,3,8
"YJL176C",85,90,23,68,77,97
"YJL177W",200,139,68,69,72,74
"YJL178C",128,84,73,70,94,88
"YJL179W",29,42,8,10,8,10
"YJL180C",87,67,44,32,42,32
"YJL181W",43,39,18,38,44,46
"YJL182C",2,1,1,1,4,5
"YJL183W",86,58,61,51,55,61
"YJL184W",26,44,18,14,39,33
"YJL185C",20,10,11,27,34,31
"YJL186W",88,93,63,66,74,77
"YJL187C",37,38,23,14,22,12
"YJL188C",666,646,135,113,205,245
"YJL189W",637,656,133,147,185,252
"YJL190C",263,152,109,32,34,45
"YJL191W",142,87,80,68,74,69
"YJL192C",112,83,62,57,43,57
"YJL193W",24,27,15,68,71,52
"YJL194W",20,20,12,22,14,25
"YJL195C",11,7,6,4,3,3
"YJL196C",176,124,125,278,285,249
"YJL197C-A",9,3,6,12,8,8
"YJL197W",115,103,83,120,122,133
"YJL198W",42,36,28,29,29,28
"YJL199C",12,6,2,11,11,11
"YJL200C",162,98,91,51,42,46
"YJL201W",55,69,31,48,42,58
"YJL202C",18,27,3,4,19,21
"YJL203W",21,44,12,21,30,22
"YJL204C",36,31,6,36,36,39
"YJL205C",70,76,19,54,50,71
"YJL206C",50,32,21,37,40,41
"YJL207C",223,196,93,156,198,166
"YJL208C",87,75,29,18,15,20
"YJL209W",43,41,20,57,67,55
"YJL210W",29,26,30,30,30,24
"YJL211C",10,5,6,8,4,5
"YJL212C",59,60,51,455,437,434
"YJL213W",9,11,7,30,29,20
"YJL214W",16,16,11,6,4,7
"YJL215C",2,3,2,9,12,3
"YJL216C",16,15,13,35,23,25
"YJL217W",1,0,0,0,0,0
"YJL218W",0,0,0,0,0,0
"YJL219W",0,0,0,0,0,0
"YJL220W",0,0,0,0,0,0
"YJL221C",0,0,0,0,0,0
"YJL222W",0,0,0,0,0,0
"YJL222W-A",0,0,0,0,0,0
"YJL222W-B",0,0,0,0,0,0
"YJL223C",0,0,0,0,0,0
"YJL225C",0,0,0,0,0,0
"YJL225W-A",0,0,0,0,0,0
"YJR001W",58,60,38,84,93,72
"YJR002W",108,66,29,59,63,69
"YJR003C",30,21,7,32,39,32
"YJR004C",21,22,9,33,38,37
"YJR005C-A",7,4,1,0,4,1
"YJR005W",101,63,37,54,69,84
"YJR006W",53,43,15,24,27,25
"YJR007W",38,23,21,22,29,21
"YJR008W",70,77,42,74,75,88
"YJR009C",177,132,109,407,470,450
"YJR010C-A",57,34,23,25,38,34
"YJR010W",94,65,65,25,37,20
"YJR011C",22,28,10,28,40,34
"YJR012C",25,21,10,16,30,34
"YJR013W",46,47,16,32,50,44
"YJR014W",82,114,37,33,37,37
"YJR015W",100,72,66,79,87,77
"YJR016C",344,177,210,273,275,242
"YJR017C",21,15,10,16,23,16
"YJR018W",3,3,6,7,3,6
"YJR019C",33,34,30,70,67,52
"YJR020W",6,3,4,13,12,13
"YJR021C",18,19,5,13,18,13
"YJR022W",6,24,1,6,4,10
"YJR023C",4,20,1,3,9,5
"YJR024C",28,30,29,26,32,37
"YJR025C",18,18,9,18,32,30
"YJR026W",0,0,0,0,0,0
"YJR027W",0,0,0,0,0,0
"YJR028W",0,0,0,0,0,0
"YJR029W",0,0,0,0,0,0
"YJR030C",65,26,32,18,24,23
"YJR031C",111,51,52,76,81,74
"YJR032W",53,48,17,24,19,28
"YJR033C",50,37,32,75,79,81
"YJR034W",64,56,24,25,36,28
"YJR035W",100,79,34,102,114,95
"YJR036C",10,16,7,51,61,53
"YJR037W",2,0,1,2,8,5
"YJR038C",5,2,1,7,7,15
"YJR039W",33,32,21,77,117,88
"YJR040W",47,40,23,21,19,32
"YJR041C",71,34,38,41,51,60
"YJR042W",85,40,46,49,38,52
"YJR043C",17,27,5,7,4,8
"YJR044C",83,62,46,42,55,45
"YJR045C",1064,1142,476,362,392,424
"YJR046W",43,65,17,16,31,27
"YJR047C",2,10,6,20,13,14
"YJR048W",679,639,309,189,206,253
"YJR049C",47,46,20,52,76,62
"YJR050W",70,77,19,33,35,38
"YJR051W",117,74,69,131,143,147
"YJR052W",74,83,36,66,75,78
"YJR053W",22,18,10,14,25,21
"YJR054W",34,36,13,20,22,26
"YJR055W",41,27,16,11,15,12
"YJR056C",32,42,8,15,23,16
"YJR057W",37,31,14,30,25,33
"YJR058C",36,34,22,51,45,35
"YJR059W",97,257,52,196,231,218
"YJR060W",22,24,16,27,32,30
"YJR061W",218,172,117,186,224,242
"YJR062C",28,22,26,22,33,29
"YJR063W",40,32,24,14,21,14
"YJR064W",147,94,88,68,78,68
"YJR065C",80,44,59,61,60,64
"YJR066W",185,115,119,393,421,394
"YJR067C",18,23,12,8,10,13
"YJR068W",85,61,24,44,57,68
"YJR069C",18,11,13,15,15,20
"YJR070C",45,39,15,31,25,35
"YJR071W",21,33,9,18,17,13
"YJR072C",88,99,36,33,50,57
"YJR073C",157,153,82,99,121,101
"YJR074W",105,82,60,86,81,65
"YJR075W",92,81,48,97,95,98
"YJR076C",105,82,37,73,71,78
"YJR077C",1505,870,846,468,526,417
"YJR078W",20,19,12,35,40,32
"YJR079W",34,35,14,25,18,22
"YJR080C",202,175,83,66,76,93
"YJR082C",41,40,12,28,24,32
"YJR083C",36,27,9,15,32,26
"YJR084W",46,29,22,22,33,26
"YJR085C",251,245,116,123,142,143
"YJR086W",18,18,4,2,6,5
"YJR087W",29,31,9,10,10,21
"YJR088C",69,67,18,29,42,46
"YJR089W",92,94,22,64,85,76
"YJR090C",98,81,39,96,102,120
"YJR091C",133,103,80,202,206,240
"YJR092W",31,30,22,14,10,6
"YJR093C",37,37,15,27,27,27
"YJR094C",6,7,2,10,7,8
"YJR094W-A",228,157,96,31,26,42
"YJR095W",95,160,50,7,11,4
"YJR096W",340,342,204,724,911,837
"YJR097W",37,28,8,8,6,5
"YJR098C",62,40,21,41,50,39
"YJR099W",26,18,9,12,16,18
"YJR100C",53,59,11,35,52,53
"YJR101W",127,106,60,46,57,50
"YJR102C",36,33,12,15,15,20
"YJR103W",79,77,81,160,167,132
"YJR104C",1059,905,708,779,897,830
"YJR105W",316,176,181,233,238,223
"YJR106W",33,15,9,33,31,33
"YJR107W",30,25,11,34,45,51
"YJR108W",4,4,1,4,3,4
"YJR109C",320,240,225,172,201,152
"YJR110W",71,69,29,69,79,63
"YJR111C",31,25,13,9,13,11
"YJR112W",27,36,14,7,6,9
"YJR112W-A",20,22,15,14,30,26
"YJR113C",59,53,30,43,45,33
"YJR114W",17,13,18,6,9,6
"YJR115W",2,20,9,12,14,14
"YJR116W",40,37,28,41,48,46
"YJR117W",237,192,129,135,129,118
"YJR118C",78,61,29,39,36,35
"YJR119C",47,35,31,54,51,51
"YJR120W",201,169,86,61,71,54
"YJR121W",3282,2794,1743,1117,1225,1156
"YJR122W",100,104,52,37,42,35
"YJR123W",769,542,320,281,306,272
"YJR124C",23,26,10,19,15,15
"YJR125C",71,59,36,61,84,53
"YJR126C",114,53,61,145,145,155
"YJR127C",170,163,78,287,252,246
"YJR128W",3,0,1,3,1,0
"YJR129C",8,12,9,12,15,24
"YJR130C",91,80,58,56,57,66
"YJR131W",21,28,15,18,24,26
"YJR132W",39,19,29,48,57,51
"YJR133W",115,77,63,60,82,84
"YJR134C",55,128,12,47,51,62
"YJR135C",9,7,6,4,7,5
"YJR135W-A",104,72,37,22,34,29
"YJR136C",30,25,14,24,26,23
"YJR137C",404,289,315,203,167,161
"YJR138W",130,108,56,271,331,317
"YJR139C",372,274,269,208,210,186
"YJR140C",91,74,46,80,85,95
"YJR140W-A",6,4,3,6,5,5
"YJR141W",22,39,5,9,20,12
"YJR142W",40,30,14,35,35,33
"YJR143C",259,119,191,113,129,129
"YJR144W",123,123,45,43,46,47
"YJR145C",75,52,44,32,26,29
"YJR146W",0,0,0,2,1,0
"YJR147W",4,4,4,9,5,12
"YJR148W",18,16,6,43,59,53
"YJR149W",112,84,59,44,68,70
"YJR150C",0,0,0,4,7,5
"YJR151C",33,29,17,66,86,63
"YJR151W-A",0,0,0,1,0,0
"YJR152W",1018,825,514,1299,1476,1650
"YJR153W",5,6,3,6,11,4
"YJR154W",18,7,8,12,12,7
"YJR155W",118,100,69,38,39,46
"YJR156C",0,0,0,0,0,0
"YJR157W",0,0,0,0,0,0
"YJR158W",0,0,0,0,0,0
"YJR159W",0,0,0,0,0,0
"YJR160C",0,0,0,0,0,0
"YJR161C",0,0,0,0,0,0
"YJR162C",0,0,0,0,0,0
"YKL001C",109,101,61,21,30,27
"YKL002W",151,197,66,119,154,170
"YKL003C",78,94,19,26,34,43
"YKL004W",68,43,43,59,60,44
"YKL005C",199,218,86,190,266,232
"YKL006C-A",54,62,17,30,27,37
"YKL006W",216,95,95,65,56,75
"YKL007W",84,73,37,54,56,68
"YKL008C",78,57,58,128,122,141
"YKL009W",236,189,48,22,18,36
"YKL010C",279,150,172,275,341,318
"YKL011C",6,13,5,12,14,15
"YKL012W",109,104,25,66,83,110
"YKL013C",143,139,86,89,100,73
"YKL014C",77,59,26,38,62,48
"YKL015W",64,57,28,58,45,45
"YKL016C",1106,1292,496,265,328,326
"YKL017C",38,45,11,28,27,20
"YKL018C-A",39,46,21,26,29,37
"YKL018W",21,19,19,15,16,14
"YKL019W",54,45,27,49,63,47
"YKL020C",201,167,104,192,196,228
"YKL021C",35,41,9,25,21,29
"YKL022C",63,43,34,52,48,75
"YKL023C-A",9,5,6,9,5,6
"YKL023W",62,178,24,72,102,82
"YKL024C",40,39,15,32,34,32
"YKL025C",70,73,30,56,65,75
"YKL026C",91,158,31,69,113,118
"YKL027W",64,36,44,39,44,48
"YKL028W",77,115,41,72,68,84
"YKL029C",35,42,29,21,16,25
"YKL030W",15,16,15,13,9,10
"YKL031W",1,2,1,1,1,1
"YKL032C",44,84,23,54,67,57
"YKL033W",29,29,26,49,42,58
"YKL033W-A",96,72,59,69,79,74
"YKL034W",66,54,53,93,116,109
"YKL035W",247,258,171,442,451,467
"YKL036C",15,5,8,21,23,25
"YKL037W",4,5,2,0,2,2
"YKL038W",97,134,84,234,273,222
"YKL039W",112,53,54,63,66,68
"YKL040C",115,73,61,30,47,54
"YKL041W",59,83,23,33,41,39
"YKL042W",37,34,9,15,9,13
"YKL043W",118,145,60,213,270,280
"YKL044W",21,5,7,20,16,19
"YKL045W",48,30,34,45,51,36
"YKL046C",162,160,91,111,116,102
"YKL047W",42,33,15,38,23,31
"YKL048C",104,82,44,60,80,56
"YKL049C",31,26,7,24,34,27
"YKL050C",43,40,17,72,56,71
"YKL051W",25,13,14,33,26,35
"YKL052C",13,18,11,13,11,11
"YKL053C-A",109,134,46,57,44,56
"YKL053W",3,3,4,11,6,4
"YKL054C",289,467,54,148,185,230
"YKL055C",14,11,17,8,14,15
"YKL056C",547,330,364,291,316,263
"YKL057C",138,81,59,48,61,51
"YKL058W",59,56,37,36,37,36
"YKL059C",38,27,20,31,53,46
"YKL060C",5068,5089,2952,8803,10763,9332
"YKL061W",28,38,7,11,11,18
"YKL062W",292,235,150,402,501,511
"YKL063C",38,94,7,15,30,37
"YKL064W",194,195,99,282,281,303
"YKL065C",182,165,53,65,92,86
"YKL065W-A",4,6,5,9,13,10
"YKL066W",74,107,36,65,87,66
"YKL067W",303,290,140,205,232,193
"YKL068W",77,72,16,40,61,55
"YKL068W-A",36,32,21,19,25,13
"YKL069W",40,38,13,26,22,27
"YKL070W",59,35,38,67,63,73
"YKL071W",865,469,537,75,72,70
"YKL072W",36,31,9,44,51,61
"YKL073W",294,332,123,70,83,107
"YKL074C",98,121,33,35,45,36
"YKL075C",53,58,17,37,30,53
"YKL076C",3,7,0,6,7,5
"YKL077W",236,121,106,127,121,148
"YKL078W",18,9,10,9,11,17
"YKL079W",64,68,16,59,75,81
"YKL080W",202,133,97,134,168,161
"YKL081W",189,136,86,37,40,39
"YKL082C",92,358,14,43,74,75
"YKL083W",47,184,8,20,28,37
"YKL084W",12,9,4,14,15,21
"YKL085W",824,1249,360,602,636,617
"YKL086W",7,3,2,4,4,11
"YKL087C",183,198,126,99,118,133
"YKL088W",73,95,22,55,54,67
"YKL089W",67,71,16,13,22,33
"YKL090W",27,16,8,24,22,20
"YKL091C",31,45,19,66,68,64
"YKL092C",82,66,26,54,53,63
"YKL093W",34,29,10,39,42,31
"YKL094W",199,205,80,184,225,211
"YKL095W",56,33,11,38,51,55
"YKL096C-B",4,8,2,6,7,4
"YKL096W",15,28,12,46,57,35
"YKL096W-A",1836,1587,1038,3717,4247,3769
"YKL097C",0,1,0,0,2,0
"YKL098W",28,18,26,30,34,34
"YKL099C",39,33,7,14,28,28
"YKL100C",123,64,68,142,149,121
"YKL100W-A",6,7,7,6,3,13
"YKL101W",178,167,64,52,72,75
"YKL102C",2,1,0,0,2,0
"YKL103C",142,286,81,134,144,193
"YKL104C",151,84,111,97,96,85
"YKL105C",56,87,20,79,101,79
"YKL106C-A",1,2,1,1,3,1
"YKL106W",85,45,27,46,48,51
"YKL107W",11,7,9,23,27,22
"YKL108W",25,27,6,17,29,25
"YKL109W",804,1092,214,495,558,573
"YKL110C",105,161,34,52,58,63
"YKL111C",26,34,5,14,19,15
"YKL112W",82,83,37,91,92,92
"YKL113C",64,51,23,31,40,41
"YKL114C",58,57,20,21,22,30
"YKL115C",4,11,2,3,3,1
"YKL116C",41,27,22,29,29,20
"YKL117W",314,311,92,106,117,106
"YKL118W",6,9,3,0,3,4
"YKL119C",44,31,12,18,26,34
"YKL120W",93,61,55,59,62,67
"YKL121W",50,39,24,82,68,89
"YKL122C",56,105,11,16,20,29
"YKL123W",3,0,0,0,2,1
"YKL124W",89,78,42,71,79,79
"YKL125W",89,64,60,77,81,90
"YKL126W",160,106,119,100,132,128
