"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YBL087C",87,55,60,54,51,50
"YBL088C",129,111,62,140,192,177
"YBL089W",44,29,25,42,35,48
"YBL090W",114,100,50,47,45,67
"YBL091C",298,325,144,145,184,179
"YBL091C-A",21,28,11,28,34,26
"YBL092W",796,606,287,236,342,327
"YBL093C",63,63,28,52,61,42
"YBL094C",40,38,25,52,60,47
"YBL095W",58,46,49,108,114,98
"YBL096C",18,17,13,20,24,18
"YBL097W",30,29,15,18,28,28
"YBL098W",58,60,39,29,44,34
"YBL099W",2221,2715,1046,978,969,947
"YBL100C",613,776,305,318,301,306
"YBL100W-A",0,0,0,0,0,0
"YBL100W-B",0,0,0,0,0,1
"YBL100W-C",0,1,1,1,2,0
"YBL101C",147,98,77,159,182,165
"YBL102W",43,36,24,29,36,32
"YBL103C",75,55,24,34,31,35
"YBL104C",51,59,19,65,89,63
"YBL105C",105,77,54,148,168,168
"YBL106C",34,28,28,53,65,46
"YBL107C",72,76,18,40,41,42
"YBL107W-A",0,0,0,0,0,0
"YBL108C-A",0,0,0,0,0,0
"YBL108W",1,0,0,0,0,0
"YBL109W",0,0,0,0,0,0
"YBL111C",0,0,0,0,0,0
"YBL112C",0,0,0,0,0,0
"YBL113C",0,0,1,2,1,2
"YBL113W-A",0,0,0,0,0,0
"YBR001C",107,91,94,117,133,127
"YBR002C",55,61,51,31,46,34
"YBR003W",116,70,54,76,85,79
"YBR004C",45,34,24,43,46,39
"YBR005W",23,26,10,22,21,17
"YBR006W",199,114,118,220,253,206
"YBR007C",57,80,16,95,96,100
"YBR008C",98,83,92,57,55,62
"YBR009C",187,141,68,42,47,45
"YBR010W",649,498,225,209,252,304
"YBR011C",642,485,486,299,351,326
"YBR012C",20,24,5,32,23,18
"YBR012W-A",0,0,0,0,0,0
"YBR012W-B",0,0,0,0,0,0
"YBR013C",24,17,8,12,14,14
"YBR014C",73,69,26,31,30,41
"YBR015C",126,92,73,93,105,121
"YBR016W",25,47,26,35,36,27
"YBR017C",61,47,63,64,56,56
"YBR018C",3,3,1,4,12,6
"YBR019C",5,9,5,11,16,16
"YBR020W",6,4,5,7,9,4
"YBR021W",42,35,27,43,57,37
"YBR022W",64,46,24,22,42,28
"YBR023C",127,60,102,73,89,80
"YBR024W",108,125,50,55,74,96
"YBR025C",679,401,338,254,271,246
"YBR026C",142,91,58,78,123,105
"YBR027C",3,9,2,2,7,0
"YBR028C",75,59,40,37,47,39
"YBR029C",79,58,45,65,67,53
"YBR030W",25,31,18,38,31,17
"YBR031W",27,22,12,11,13,6
"YBR032W",2,3,0,1,4,4
"YBR033W",84,78,47,33,28,29
"YBR034C",93,53,37,23,33,44
"YBR035C",180,146,94,107,149,123
"YBR036C",191,152,139,129,147,133
"YBR037C",46,31,25,22,28,22
"YBR038W",16,13,16,4,9,7
"YBR039W",1075,891,437,424,464,523
"YBR040W",3,6,0,0,1,3
"YBR041W",79,64,46,51,70,68
"YBR042C",43,24,21,24,31,31
"YBR043C",41,45,27,79,100,97
"YBR044C",115,107,45,57,70,82
"YBR045C",20,25,5,17,23,29
"YBR046C",134,98,56,86,97,98
"YBR047W",180,188,53,70,83,82
"YBR048W",137,63,68,34,39,30
"YBR049C",122,90,40,66,96,82
"YBR050C",30,49,10,18,32,20
"YBR051W",12,19,0,9,6,7
"YBR052C",243,237,119,65,86,107
"YBR053C",137,105,80,122,142,139
"YBR054W",3124,2541,1114,2886,3459,3280
"YBR055C",57,92,38,64,80,75
"YBR056C-B",35,27,22,5,4,8
"YBR056W",187,163,106,124,160,183
"YBR056W-A",41,24,38,10,15,14
"YBR057C",44,45,9,26,35,35
"YBR058C",68,59,40,75,87,68
"YBR058C-A",88,69,19,33,44,57
"YBR059C",132,143,59,187,179,235
"YBR060C",55,50,17,21,28,38
"YBR061C",36,23,10,18,20,22
"YBR062C",37,43,15,26,36,27
"YBR063C",53,50,13,58,76,62
"YBR064W",16,5,6,14,22,19
"YBR065C",67,36,24,67,66,86
"YBR066C",17,30,7,8,15,18
"YBR067C",238,187,90,59,69,60
"YBR068C",242,193,169,46,50,54
"YBR069C",41,37,29,9,12,9
"YBR070C",28,22,22,26,23,24
"YBR071W",57,46,48,14,22,19
"YBR072C-A",2,1,1,1,2,3
"YBR072W",2291,3933,992,121,195,132
"YBR073W",81,71,63,31,64,43
"YBR074W",132,62,61,85,124,108
"YBR076C-A",18,18,4,20,16,21
"YBR076W",10,8,10,13,16,17
"YBR077C",50,44,33,22,40,39
"YBR078W",578,294,314,349,362,367
"YBR079C",136,91,54,71,78,95
"YBR080C",128,62,77,123,129,120
"YBR081C",121,193,30,88,105,119
"YBR082C",465,638,122,128,165,171
"YBR083W",16,27,12,8,16,19
"YBR084C-A",437,327,191,164,201,213
"YBR084W",142,111,87,39,52,42
"YBR085C-A",235,269,101,241,313,332
"YBR085W",2,1,0,5,2,2
"YBR086C",195,115,108,176,164,175
"YBR087W",61,34,25,18,19,26
"YBR088C",82,48,36,19,29,23
"YBR089C-A",66,85,39,40,53,60
"YBR089W",48,40,34,15,15,17
"YBR090C",6,6,4,3,2,4
"YBR091C",46,44,26,10,11,13
"YBR092C",3,4,3,6,7,5
"YBR093C",8,12,7,17,23,12
"YBR094W",72,44,32,42,45,34
"YBR095C",67,86,24,27,42,33
"YBR096W",55,38,29,28,30,37
"YBR097W",109,72,49,87,123,100
"YBR098W",86,145,36,77,92,56
"YBR099C",32,53,21,37,41,30
"YBR101C",243,472,100,117,120,106
"YBR102C",54,42,27,30,43,40
"YBR103C-A",2,1,0,0,2,2
"YBR103W",63,52,37,38,53,47
"YBR104W",57,29,27,19,28,19
"YBR105C",98,100,64,107,141,132
"YBR106W",499,396,271,204,244,236
"YBR107C",29,28,20,24,34,24
"YBR108W",32,58,14,41,47,47
"YBR109C",203,188,102,91,121,117
"YBR109W-A",1,2,3,0,0,2
"YBR110W",80,43,35,20,42,27
"YBR111C",177,177,72,193,249,268
"YBR111W-A",36,39,6,20,34,35
"YBR112C",62,116,25,47,52,51
"YBR113W",16,21,4,12,11,15
"YBR114W",91,94,40,56,70,58
"YBR115C",235,141,175,193,212,163
"YBR116C",2,1,0,5,4,3
"YBR117C",10,16,4,31,37,27
"YBR118W",94,113,38,69,81,62
"YBR119W",36,50,3,45,33,34
"YBR120C",52,91,12,20,27,42
"YBR121C",279,220,115,141,195,158
"YBR121C-A",0,0,0,0,0,0
"YBR122C",157,161,69,66,64,91
"YBR123C",44,33,19,27,37,35
"YBR124W",3,2,2,3,1,2
"YBR125C",57,43,35,26,26,23
"YBR126C",223,234,130,373,401,324
"YBR126W-A",14,16,1,13,21,10
"YBR126W-B",2,1,1,2,3,2
"YBR127C",630,343,466,591,624,631
"YBR128C",23,27,12,21,40,39
"YBR129C",59,54,27,31,53,46
"YBR130C",54,52,6,19,24,25
"YBR131C-A",2,0,1,0,0,1
"YBR131W",28,24,9,19,35,43
"YBR132C",56,52,37,59,67,76
"YBR133C",68,62,41,63,67,61
"YBR134W",3,5,3,3,1,5
"YBR135W",27,48,14,10,18,8
"YBR136W",112,56,41,115,111,141
"YBR137W",39,33,23,52,67,71
"YBR138C",26,26,12,48,43,33
"YBR139W",229,160,163,308,355,373
"YBR140C",447,276,226,729,739,795
"YBR141C",13,11,10,10,6,9
"YBR141W-A",3,2,0,1,1,2
"YBR142W",63,78,29,38,38,38
"YBR143C",228,147,107,98,125,125
"YBR144C",2,1,0,0,1,2
"YBR145W",65,87,44,87,108,75
"YBR146W",200,152,61,80,71,83
"YBR147W",111,116,60,81,127,95
"YBR148W",39,57,7,33,44,61
"YBR149W",330,245,215,266,297,302
"YBR150C",51,46,37,68,74,79
"YBR151W",168,140,87,160,164,130
"YBR152W",9,19,5,6,8,15
"YBR153W",24,23,11,16,27,16
"YBR154C",60,43,19,15,18,31
"YBR155W",45,72,20,24,25,32
"YBR156C",23,30,10,12,17,20
"YBR157C",7,14,3,3,7,13
"YBR158W",46,57,22,12,7,4
"YBR159W",192,134,98,92,93,107
"YBR160W",28,31,12,15,12,22
"YBR161W",71,48,32,37,50,52
"YBR162C",370,217,291,63,43,46
"YBR162W-A",99,135,24,27,29,47
"YBR163W",64,46,28,51,68,63
"YBR164C",56,62,25,23,23,26
"YBR165W",61,42,21,19,19,29
"YBR166C",62,52,34,35,53,34
"YBR167C",22,26,2,9,25,21
"YBR168W",21,21,13,32,32,32
"YBR169C",266,329,139,340,371,361
"YBR170C",97,53,47,57,75,72
"YBR171W",25,32,18,9,22,22
"YBR172C",109,153,27,46,59,51
"YBR173C",214,199,101,79,71,70
"YBR174C",7,7,4,4,4,2
"YBR175W",32,32,14,17,18,14
"YBR176W",52,46,28,21,31,34
"YBR177C",102,128,78,134,140,132
"YBR178W",9,6,5,9,11,10
"YBR179C",136,140,35,128,138,134
"YBR180W",3,8,4,4,7,4
"YBR181C",29,24,12,13,8,6
"YBR182C",89,51,67,54,67,47
"YBR182C-A",2,3,1,4,5,3
"YBR183W",71,78,42,146,179,173
"YBR184W",9,7,1,0,0,2
"YBR185C",126,99,57,39,35,54
"YBR186W",21,48,14,27,36,35
"YBR187W",55,37,25,29,47,36
"YBR188C",31,35,4,12,23,20
"YBR189W",342,275,145,74,105,90
"YBR190W",7,2,3,3,1,2
"YBR191W",155,111,96,38,55,51
"YBR191W-A",6,8,1,4,4,3
"YBR192W",58,38,30,26,45,41
"YBR193C",27,41,19,16,29,33
"YBR194W",11,17,8,7,8,5
"YBR195C",26,22,13,24,35,31
"YBR196C",561,457,389,1201,1351,1205
"YBR196C-A",2,3,0,3,2,6
"YBR196C-B",0,2,1,3,4,2
"YBR197C",8,5,7,7,10,12
"YBR198C",62,80,33,60,64,63
"YBR199W",232,182,114,163,159,154
"YBR200W",92,81,35,54,33,65
"YBR200W-A",6,1,4,5,7,3
"YBR201C-A",75,109,47,97,109,122
"YBR201W",38,65,8,14,28,25
"YBR202W",62,50,28,55,50,40
"YBR203W",164,142,113,228,331,342
"YBR204C",46,26,15,33,48,35
"YBR205W",76,29,38,35,36,30
"YBR206W",3,7,1,1,1,6
"YBR207W",78,69,41,68,49,45
"YBR208C",419,235,354,916,913,908
"YBR209W",3,1,0,1,0,0
"YBR210W",59,48,23,25,17,26
"YBR211C",30,28,15,12,10,20
"YBR212W",40,28,26,64,73,67
"YBR213W",4,13,7,2,7,2
"YBR214W",63,94,40,103,108,101
"YBR215W",61,94,13,59,67,69
"YBR216C",79,43,61,44,66,68
"YBR217W",14,11,3,9,10,12
"YBR218C",135,170,76,108,97,105
"YBR219C",0,2,0,1,0,0
"YBR220C",28,21,13,23,22,18
"YBR221C",422,286,254,185,215,213
"YBR221W-A",19,27,11,26,23,29
"YBR222C",242,194,162,227,270,223
"YBR223C",12,9,10,12,16,17
"YBR223W-A",2,0,0,1,2,0
"YBR224W",7,2,0,3,8,4
"YBR225W",56,35,28,54,62,73
"YBR226C",17,9,9,16,18,25
"YBR227C",92,64,17,53,67,42
"YBR228W",24,21,10,25,33,32
"YBR229C",119,87,58,74,84,101
"YBR230C",377,407,158,219,270,294
"YBR230W-A",94,129,36,18,36,41
"YBR231C",15,11,9,22,22,25
"YBR232C",6,7,6,8,3,3
"YBR233W",21,27,5,17,25,14
"YBR233W-A",21,11,5,2,2,5
"YBR234C",124,107,77,115,104,108
"YBR235W",166,107,120,293,292,292
"YBR236C",44,34,22,22,38,31
"YBR237W",69,81,30,65,69,87
"YBR238C",50,19,19,76,71,81
"YBR239C",45,51,28,76,85,96
"YBR240C",11,10,8,28,47,35
"YBR241C",46,41,33,95,87,78
"YBR242W",44,51,15,47,57,56
"YBR243C",27,18,16,15,14,18
"YBR244W",5,10,5,4,10,15
"YBR245C",109,136,45,77,69,67
"YBR246W",32,23,13,19,22,14
"YBR247C",22,29,20,10,13,21
"YBR248C",69,55,45,31,31,32
"YBR249C",174,90,98,54,68,66
"YBR250W",4,7,3,3,2,4
"YBR251W",71,69,21,34,33,41
"YBR252W",18,23,9,8,4,8
"YBR253W",44,62,13,21,29,35
"YBR254C",43,29,27,20,24,24
"YBR255C-A",81,93,32,46,45,64
"YBR255W",80,87,29,89,149,122
"YBR256C",213,231,74,59,76,90
"YBR257W",31,50,9,24,31,29
"YBR258C",13,23,3,8,10,14
"YBR259W",25,25,6,23,35,28
"YBR260C",49,47,24,41,51,52
"YBR261C",30,26,15,16,20,23
"YBR262C",127,137,56,49,36,52
"YBR263W",226,165,140,112,127,133
"YBR264C",36,43,17,32,34,27
"YBR265W",45,22,22,49,50,29
"YBR266C",18,32,12,12,9,15
"YBR267W",44,53,29,33,21,28
"YBR268W",81,93,41,36,34,32
"YBR269C",58,62,44,45,50,39
"YBR270C",25,28,17,30,30,23
"YBR271W",36,32,19,17,21,16
"YBR272C",48,37,21,40,49,37
"YBR273C",80,77,45,61,82,73
"YBR274W",41,32,20,43,34,31
"YBR275C",57,71,28,48,73,79
"YBR276C",134,106,78,81,87,86
"YBR277C",17,19,10,16,12,20
"YBR278W",58,76,21,35,35,49
"YBR279W",91,175,29,24,38,47
"YBR280C",35,30,24,56,46,38
"YBR281C",92,61,46,36,43,52
"YBR282W",59,82,17,28,36,28
"YBR283C",165,156,104,119,108,98
"YBR284W",33,37,20,32,37,39
"YBR285W",27,31,13,20,21,24
"YBR286W",424,366,239,413,494,482
"YBR287W",302,221,247,332,302,287
"YBR288C",55,58,31,22,38,29
"YBR289W",46,60,32,29,64,45
"YBR290W",146,178,39,86,117,117
"YBR291C",21,22,20,23,28,21
"YBR292C",2,5,0,4,6,11
"YBR293W",30,20,20,27,16,18
"YBR294W",225,199,165,30,40,59
"YBR295W",98,65,87,119,99,106
"YBR296C",3,1,4,0,2,1
"YBR296C-A",0,2,0,0,0,0
"YBR297W",73,80,55,40,32,35
"YBR298C",120,178,70,83,88,73
"YBR298C-A",0,0,0,0,0,0
"YBR299W",2,0,1,0,0,0
"YBR300C",0,0,0,0,1,0
"YBR301W",0,0,0,0,0,0
"YBR302C",0,0,0,0,0,0
"YCL001W",68,61,25,50,54,34
"YCL001W-A",3,2,1,0,1,4
"YCL001W-B",1,0,0,0,4,2
"YCL002C",41,54,28,60,69,64
"YCL004W",25,26,9,34,35,36
"YCL005W",18,18,16,26,18,18
"YCL005W-A",43,62,26,37,61,46
"YCL007C",31,35,10,27,28,34
"YCL008C",14,12,7,17,15,13
"YCL009C",32,40,50,33,32,27
"YCL010C",13,17,11,14,21,23
"YCL011C",78,81,47,71,84,100
"YCL012C",16,25,18,44,62,51
"YCL014W",57,52,30,79,85,92
"YCL016C",22,14,12,18,25,14
"YCL017C",195,138,161,224,217,206
"YCL018W",123,91,114,384,424,346
"YCL019W",0,0,0,0,0,0
"YCL020W",0,0,0,0,0,0
"YCL021W-A",5,2,6,4,4,5
"YCL022C",21,17,6,8,9,9
"YCL023C",2,2,0,1,2,3
"YCL024W",67,89,21,39,49,62
"YCL025C",1315,810,1044,119,92,100
"YCL026C-A",23,7,11,0,1,0
"YCL026C-B",67,52,30,14,17,14
"YCL027W",6,13,3,8,5,6
"YCL028W",84,46,34,59,59,33
"YCL029C",28,16,5,20,13,22
"YCL030C",121,154,80,126,131,106
"YCL031C",37,50,5,17,25,38
"YCL032W",29,29,16,30,47,50
"YCL033C",34,26,22,52,81,54
"YCL034W",60,60,40,103,114,119
"YCL035C",277,354,129,129,189,208
"YCL036W",19,16,9,28,34,29
"YCL037C",32,23,9,21,19,24
"YCL038C",96,60,78,173,150,152
"YCL039W",34,28,13,36,49,46
"YCL040W",255,240,176,419,436,350
"YCL041C",3,5,0,0,1,1
"YCL042W",1,2,2,0,1,0
"YCL043C",409,380,260,149,185,175
"YCL044C",26,28,12,8,14,12
"YCL045C",118,96,80,104,115,124
"YCL046W",5,5,8,9,10,13
"YCL047C",13,12,5,22,16,23
"YCL048W",4,0,0,3,6,6
"YCL048W-A",2,4,1,33,32,29
"YCL049C",44,28,15,60,90,73
"YCL050C",128,160,51,87,113,114
"YCL051W",44,62,14,52,59,58
"YCL052C",95,77,60,128,136,124
"YCL054W",63,72,16,25,27,46
"YCL054W-A",0,0,0,0,0,0
"YCL055W",18,19,8,10,6,13
"YCL056C",25,41,11,25,43,33
"YCL057C-A",349,517,153,173,194,188
"YCL057W",106,85,55,87,90,94
"YCL058C",56,102,18,44,68,69
"YCL058W-A",39,101,16,41,63,47
"YCL059C",62,91,19,47,64,74
"YCL061C",47,82,9,27,39,48
"YCL063W",15,8,4,4,6,5
"YCL064C",52,36,39,119,129,124
"YCL065W",0,0,0,0,0,0
"YCL066W",0,0,0,0,0,0
"YCL067C",0,0,0,0,0,0
"YCL068C",0,0,0,0,0,0
"YCL069W",0,0,0,0,0,0
"YCL073C",0,0,0,0,0,0
"YCL074W",8,5,3,23,29,28
"YCL075W",0,2,1,8,7,14
"YCL076W",5,6,2,9,20,18
"YCR001W",2,1,0,2,2,0
"YCR002C",62,43,37,53,54,43
"YCR003W",54,91,13,31,30,40
"YCR004C",97,80,53,56,58,58
"YCR005C",155,152,125,132,145,137
"YCR006C",3,2,2,15,5,4
"YCR007C",13,12,3,13,10,12
"YCR008W",115,108,58,155,183,176
"YCR009C",173,129,45,90,119,134
"YCR010C",3,1,1,3,5,3
"YCR011C",180,143,87,360,382,383
"YCR012W",2191,2118,1491,8967,9122,7242
"YCR013C",1193,1225,827,5081,4909,4010
"YCR014C",47,87,11,46,50,63
"YCR015C",23,22,11,18,16,21
"YCR016W",66,118,16,25,21,27
"YCR017C",111,71,93,212,212,181
"YCR018C",8,11,5,14,13,11
"YCR018C-A",0,0,0,0,0,1
"YCR019W",20,12,15,20,40,28
"YCR020C",59,53,19,28,29,31
"YCR020C-A",33,35,15,18,21,32
"YCR020W-B",28,30,4,6,10,11
"YCR021C",1525,2288,785,2502,3249,3153
"YCR022C",0,2,1,2,2,0
"YCR023C",67,47,56,74,91,94
"YCR024C",23,24,12,23,23,27
"YCR024C-A",253,188,239,404,401,399
"YCR024C-B",418,432,287,803,819,741
"YCR025C",3,3,1,7,8,10
"YCR026C",67,31,29,72,103,96
"YCR027C",19,12,14,13,24,16
"YCR028C",39,16,15,26,34,33
"YCR028C-A",159,131,56,65,83,83
"YCR030C",62,54,22,53,78,79
"YCR031C",374,284,227,198,224,230
"YCR032W",75,64,34,178,176,211
"YCR033W",156,247,57,202,243,227
"YCR034W",58,24,36,14,10,12
"YCR035C",58,43,24,54,50,65
"YCR036W",76,66,42,59,73,67
"YCR037C",45,35,32,76,100,96
"YCR038C",8,11,2,24,22,23
"YCR038W-A",0,0,0,0,0,0
"YCR039C",0,0,0,0,0,0
"YCR040W",0,0,0,0,0,0
"YCR041W",6,4,2,3,3,5
"YCR042C",100,97,40,94,138,130
"YCR043C",39,18,22,22,34,23
"YCR044C",50,29,37,45,35,39
"YCR045C",6,4,3,9,24,18
"YCR045W-A",0,1,0,0,3,1
"YCR046C",39,32,23,33,35,22
"YCR047C",25,33,14,44,44,50
"YCR047W-A",12,9,6,4,7,11
"YCR048W",6,9,12,18,23,11
"YCR049C",0,0,0,1,0,1
"YCR050C",1,1,2,11,10,5
"YCR051W",22,12,7,16,15,11
"YCR052W",10,13,3,11,8,13
"YCR053W",88,54,31,58,70,62
"YCR054C",30,19,18,31,28,33
"YCR057C",43,28,21,36,42,31
"YCR059C",11,7,4,11,11,9
"YCR060W",9,11,4,13,4,6
"YCR061W",5,11,13,42,36,51
"YCR063W",11,6,1,3,6,3
"YCR064C",3,2,2,3,3,3
"YCR065W",40,19,18,46,38,37
"YCR066W",22,11,7,20,17,14
"YCR067C",47,33,25,47,46,54
"YCR068W",12,8,14,38,31,32
"YCR069W",64,74,31,100,113,104
"YCR071C",24,47,11,12,18,22
"YCR072C",19,19,8,11,10,11
"YCR073C",33,28,31,49,74,87
"YCR073W-A",10,15,11,16,26,18
"YCR075C",18,11,6,19,20,19
"YCR075W-A",27,22,6,15,21,27
"YCR076C",20,18,14,36,34,40
"YCR077C",44,65,33,83,90,79
"YCR079W",35,28,33,136,139,140
"YCR081C-A",4,4,1,3,9,8
"YCR081W",48,23,15,48,52,42
"YCR082W",124,140,77,63,58,65
"YCR083W",86,52,37,69,64,104
"YCR084C",33,35,31,43,46,61
"YCR085W",2,5,0,2,0,0
"YCR086W",15,21,5,6,10,6
"YCR087C-A",19,14,10,3,8,8
"YCR087W",10,22,6,7,5,5
"YCR088W",50,68,27,57,63,65
"YCR089W",11,14,7,22,38,38
"YCR090C",26,29,17,10,8,15
"YCR091W",23,27,4,44,59,57
"YCR092C",36,29,10,35,48,51
"YCR093W",224,186,124,296,315,340
"YCR094W",12,8,9,27,23,23
"YCR095C",46,47,11,30,49,32
"YCR095W-A",1,4,0,2,6,0
"YCR096C",0,0,0,0,0,0
"YCR097W",87,129,20,41,38,54
"YCR097W-A",0,0,0,0,0,0
"YCR098C",243,230,138,63,54,49
"YCR099C",6,6,1,3,9,2
"YCR100C",11,3,4,5,3,9
"YCR101C",13,5,5,5,6,8
"YCR102C",71,78,32,16,22,12
"YCR102W-A",1,3,2,3,3,0
"YCR104W",1,0,2,0,0,0
"YCR105W",1514,1122,808,11,5,5
"YCR106W",92,65,61,18,33,38
"YCR107W",49,37,45,14,18,13
"YCR108C",0,0,0,0,0,0
"YDL001W",46,27,19,20,34,48
"YDL002C",61,68,23,41,51,55
"YDL003W",66,41,15,5,11,5
"YDL004W",941,813,505,279,364,363
"YDL005C",90,242,25,58,52,71
"YDL006W",44,42,32,30,33,33
"YDL007C-A",1,0,0,0,0,0
"YDL007W",435,420,145,201,257,239
"YDL008W",35,41,12,21,19,23
"YDL009C",76,124,21,57,56,52
"YDL010W",173,197,51,78,117,109
"YDL011C",47,30,16,27,24,33
"YDL012C",28,27,10,19,20,10
"YDL013W",50,44,27,55,48,58
"YDL014W",36,39,33,24,28,22
"YDL015C",220,127,97,127,140,141
"YDL016C",4,11,6,9,5,8
"YDL017W",9,7,12,10,8,7
"YDL018C",50,32,23,13,12,28
"YDL019C",199,261,98,262,282,264
"YDL020C",828,822,330,232,277,302
"YDL021W",155,186,57,238,324,281
"YDL022C-A",2,4,2,5,3,4
"YDL022W",156,169,71,314,303,296
"YDL023C",25,20,23,69,72,75
"YDL024C",30,26,22,48,49,50
"YDL025C",100,141,39,82,94,105
"YDL025W-A",9,20,7,13,13,18
"YDL026W",37,21,22,15,22,16
"YDL027C",202,193,72,72,127,130
"YDL028C",53,58,33,62,70,79
"YDL029W",164,132,99,44,68,62
"YDL030W",84,53,31,36,44,47
"YDL031W",170,234,56,76,100,115
"YDL032W",3,2,0,3,5,3
"YDL033C",17,17,15,12,22,19
"YDL034W",6,8,6,6,10,10
"YDL035C",154,158,43,164,215,194
"YDL036C",54,68,30,18,25,14
"YDL037C",42,18,32,1,3,2
"YDL039C",179,134,80,4,9,8
"YDL040C",132,121,62,69,103,87
"YDL041W",5,3,2,4,2,4
"YDL042C",21,18,16,15,28,18
"YDL043C",18,12,5,5,15,10
"YDL044C",49,53,10,14,22,35
"YDL045C",57,53,31,34,50,45
"YDL045W-A",67,102,13,16,15,28
"YDL046W",61,35,41,83,95,71
"YDL047W",65,61,25,50,51,52
"YDL048C",261,385,149,409,432,424
"YDL049C",18,15,6,21,38,53
"YDL050C",26,37,15,16,29,18
"YDL051W",48,34,22,26,30,36
"YDL052C",49,67,27,28,37,36
"YDL053C",46,92,18,27,36,38
"YDL054C",60,59,48,78,70,64
"YDL055C",511,522,272,136,122,130
"YDL056W",64,83,17,70,86,101
"YDL057W",18,16,7,23,20,21
"YDL058W",224,533,45,129,136,163
"YDL059C",49,74,18,17,19,19
"YDL060W",80,62,41,65,53,51
"YDL061C",335,251,166,129,165,131
"YDL062W",6,0,4,5,2,1
"YDL063C",59,25,35,28,33,28
"YDL064W",26,33,10,9,12,11
"YDL065C",87,157,22,68,89,124
"YDL066W",425,344,248,268,275,231
"YDL067C",838,886,399,258,303,315
"YDL068W",12,16,9,4,8,13
"YDL069C",23,24,6,16,14,23
"YDL070W",273,552,97,215,262,281
"YDL071C",1,9,2,4,2,2
"YDL072C",149,118,92,103,107,109
"YDL073W",73,46,21,49,49,49
"YDL074C",219,171,38,103,121,121
"YDL075W",325,307,111,85,108,100
"YDL076C",65,51,18,35,49,54
"YDL077C",56,62,31,50,71,60
"YDL078C",222,201,139,201,270,250
"YDL079C",74,110,28,49,45,53
"YDL080C",87,54,37,49,60,41
"YDL081C",329,291,174,105,137,101
"YDL082W",143,81,38,41,45,54
"YDL083C",146,107,70,53,48,53
"YDL084W",267,187,102,151,185,156
"YDL085C-A",7,4,2,13,21,14
"YDL085W",22,12,19,49,55,36
"YDL086C-A",33,29,22,42,52,46
"YDL086W",60,54,28,93,102,88
"YDL087C",10,11,5,20,17,22
"YDL088C",97,93,25,76,101,99
"YDL089W",39,24,11,38,36,28
"YDL090C",32,20,17,35,45,48
"YDL091C",64,71,21,56,80,76
"YDL092W",76,82,21,25,32,38
"YDL093W",39,24,28,33,29,41
"YDL094C",7,22,3,5,2,5
"YDL095W",203,179,117,124,134,120
"YDL096C",9,10,10,3,11,17
"YDL097C",241,193,111,146,191,163
"YDL098C",13,17,5,8,10,15
"YDL099W",73,203,14,44,57,56
"YDL100C",289,262,122,74,103,96
"YDL101C",57,30,23,10,12,14
"YDL102W",91,41,37,49,61,68
"YDL103C",56,35,25,21,34,28
"YDL104C",29,43,19,12,19,15
"YDL105W",47,37,17,22,31,32
"YDL106C",63,60,22,29,48,49
"YDL107W",36,35,11,15,15,17
"YDL108W",38,21,11,25,21,23
"YDL109C",3,5,6,14,25,19
"YDL110C",248,315,93,350,443,432
"YDL111C",18,10,7,6,11,12
"YDL112W",89,49,48,55,54,72
"YDL113C",76,59,23,57,60,65
"YDL114W",7,5,1,4,4,6
"YDL114W-A",8,14,5,6,5,9
"YDL115C",98,151,46,85,127,106
"YDL116W",84,45,31,38,30,46
"YDL117W",58,39,21,26,46,37
"YDL118W",9,3,8,5,4,3
"YDL119C",15,21,3,19,26,18
"YDL120W",111,78,42,35,42,32
"YDL121C",47,42,15,11,18,9
"YDL122W",135,176,31,104,114,113
"YDL123W",19,19,16,14,16,22
"YDL124W",214,198,106,278,304,309
"YDL125C",198,216,150,187,149,159
"YDL126C",972,792,741,728,801,670
"YDL127W",18,19,14,12,13,11
"YDL128W",128,105,70,145,142,168
"YDL129W",14,9,12,12,16,13
"YDL130W",325,272,166,99,123,104
"YDL130W-A",344,608,74,92,96,128
"YDL131W",108,89,62,33,46,54
"YDL132W",150,121,74,81,104,89
"YDL133C-A",539,359,179,167,218,226
"YDL133W",48,52,31,39,52,49
"YDL134C",122,102,74,100,128,122
"YDL135C",91,52,28,32,33,42
"YDL136W",23,17,7,8,6,15
"YDL137W",278,256,169,195,217,227
"YDL138W",32,33,29,72,85,88
"YDL139C",22,31,5,24,32,33
"YDL140C",426,279,324,447,505,439
"YDL141W",8,15,9,8,16,10
"YDL142C",32,22,24,39,25,38
"YDL143W",219,133,113,97,138,127
"YDL144C",41,46,39,13,23,17
"YDL145C",254,172,132,146,198,200
"YDL146W",18,21,10,13,15,20
"YDL147W",523,431,162,240,306,357
"YDL148C",100,100,8,23,29,49
"YDL149W",72,46,35,81,104,115
"YDL150W",33,26,10,14,18,30
"YDL151C",11,4,1,3,12,3
"YDL152W",13,10,2,2,8,5
"YDL153C",121,136,31,45,53,67
"YDL154W",19,31,13,19,13,25
"YDL155W",45,42,17,37,35,50
"YDL156W",18,28,15,14,20,10
"YDL157C",50,50,32,15,25,29
"YDL158C",14,39,10,27,20,29
"YDL159C-B",5,11,4,9,6,9
"YDL159W",72,81,28,43,64,45
"YDL159W-A",0,0,0,0,0,0
"YDL160C",192,123,92,131,136,134
"YDL160C-A",18,13,7,7,7,11
